cdate,cp,pctlead,slope2,slope3,slope4,slope5,slope6,slope7,slope8,slope9,dow,moy
1950-01-03,16.6600,1.1405,,,,,,,,,0.0200,0.0100
1950-01-04,16.8500,0.4748,,,,,,,,,0.0300,0.0100
1950-01-05,16.9300,0.2953,0.7993,,,,,,,,0.0400,0.0100
1950-01-06,16.9800,0.5889,0.3834,0.6304,,,,,,,0.0500,0.0100
1950-01-09,17.0800,-0.2927,0.4404,0.4511,0.6191,,,,,,0.0100,0.0100
1950-01-10,17.0300,0.3523,0.1466,0.1957,0.2646,0.4360,,,,,0.0200,0.0100
1950-01-11,17.0900,-1.9310,0.0293,0.2148,0.2347,0.2820,0.4217,,,,0.0300,0.0100
1950-01-12,16.7600,-0.5370,-0.7976,-0.6289,-0.3237,-0.2001,-0.0883,0.0842,,,0.0400,0.0100
1950-01-13,16.6700,0.2999,-1.2564,-0.7126,-0.6070,-0.3663,-0.2559,-0.1518,0.0074,,0.0500,0.0100
1950-01-16,16.7200,0.8373,-0.1198,-0.7378,-0.4610,-0.4272,-0.2565,-0.1775,-0.0961,0.0394,0.0100,0.0100
1950-01-17,16.8600,-0.0593,0.5658,0.1990,-0.3432,-0.2021,-0.2175,-0.1015,-0.0518,0.0066,0.0200,0.0100
1950-01-18,16.8500,0.1187,0.3856,0.3569,0.1341,-0.2862,-0.1783,-0.1949,-0.0963,-0.0526,0.0300,0.0100
1950-01-19,16.8700,0.1778,0.0297,0.2966,0.2972,0.1310,-0.2184,-0.1358,-0.1557,-0.0724,0.0400,0.0100
1950-01-20,16.9000,0.1183,0.1481,0.0790,0.2667,0.2732,0.1388,-0.1615,-0.0965,-0.1186,0.0500,0.0100
1950-01-23,16.9200,-0.3546,0.1478,0.1381,0.0888,0.2370,0.2472,0.1358,-0.1263,-0.0725,0.0100,0.0100
1950-01-24,16.8600,-0.7117,-0.1184,-0.0197,0.0148,0.0000,0.1383,0.1610,0.0743,-0.1519,0.0200,0.0100
1950-01-25,16.7400,-0.0597,-0.5357,-0.3167,-0.1928,-0.1305,-0.1186,0.0169,0.0520,-0.0132,0.0300,0.0100
1950-01-26,16.7300,0.5380,-0.3884,-0.3775,-0.2528,-0.1664,-0.1188,-0.1103,0.0074,0.0396,0.0400,0.0100
1950-01-27,16.8200,1.1891,0.2385,-0.0795,-0.1489,-0.0952,-0.0495,-0.0255,-0.0297,0.0660,0.0500,0.0100
1950-01-30,17.0200,0.1763,0.8570,0.5537,0.2377,0.1188,0.1187,0.1271,0.1261,0.1055,0.0100,0.0100
1950-01-31,17.0500,0.0000,0.6751,0.6288,0.4584,0.2252,0.1284,0.1270,0.1333,0.1317,0.0200,0.0100
1950-02-01,17.0500,1.0557,0.0880,0.4499,0.4710,0.3661,0.1874,0.1099,0.1110,0.1183,0.0300,0.0200
1950-02-02,17.2300,0.3482,0.5251,0.4091,0.5999,0.5871,0.4809,0.3119,0.2288,0.2165,0.0400,0.0200
1950-02-03,17.2900,0.1735,0.6953,0.4654,0.3935,0.5488,0.5466,0.4614,0.3163,0.2422,0.0500,0.0200
1950-02-06,17.3200,-0.5196,0.2600,0.5208,0.3919,0.3491,0.4856,0.4926,0.4249,0.3002,0.0100,0.0200
1950-02-07,17.2300,-0.1161,-0.1737,0.0000,0.2606,0.2090,0.2035,0.3411,0.3649,0.3187,0.0200,0.0200
1950-02-08,17.2100,0.4068,-0.3194,-0.1546,-0.0290,0.1854,0.1548,0.1578,0.2838,0.3112,0.0300,0.0200
1950-02-09,17.2800,-0.2315,0.1450,-0.0773,-0.0145,0.0579,0.2221,0.1907,0.1889,0.2974,0.0400,0.0200
1950-02-10,17.2400,-1.0441,0.0869,0.0193,-0.1160,-0.0580,0.0097,0.1573,0.1378,0.1420,0.0500,0.0200
1950-02-14,17.0600,0.0000,-0.6414,-0.2908,-0.2471,-0.3023,-0.2226,-0.1409,0.0073,0.0065,0.0200,0.0200
1950-02-15,17.0600,-0.4103,-0.5276,-0.4284,-0.2185,-0.1980,-0.2522,-0.1910,-0.1235,0.0065,0.0300,0.0200
1950-02-16,16.9900,0.9417,-0.2056,-0.4891,-0.4243,-0.2569,-0.2334,-0.2748,-0.2184,-0.1552,0.0400,0.0200
1950-02-17,17.1500,0.2916,0.2636,0.1758,-0.1318,-0.1520,-0.0584,-0.0667,-0.1239,-0.0906,0.0500,0.0200
1950-02-20,17.2000,-0.1744,0.6114,0.2727,0.2047,-0.0468,-0.0779,-0.0083,-0.0219,-0.0777,0.0100,0.0200
1950-02-21,17.1700,0.2330,0.0582,0.3494,0.1606,0.1286,-0.0682,-0.0918,-0.0292,-0.0389,0.0200,0.0200
1950-02-23,17.2100,0.4068,0.0291,0.1163,0.3201,0.1750,0.1459,-0.0250,-0.0511,0.0000,0.0400,0.0200
1950-02-24,17.2800,0.0000,0.3189,0.1549,0.1888,0.3372,0.2136,0.1832,0.0292,0.0000,0.0500,0.0200
1950-02-27,17.2800,-0.3472,0.2026,0.2125,0.1160,0.1509,0.2808,0.1829,0.1602,0.0259,0.0100,0.0200
1950-02-28,17.2200,0.1161,-0.1739,0.0193,0.0725,0.0232,0.0677,0.1909,0.1164,0.1035,0.0200,0.0200
1950-03-01,17.2400,-0.0580,-0.1161,-0.0773,0.0435,0.0812,0.0387,0.0746,0.1815,0.1163,0.0300,0.0300
1950-03-02,17.2300,0.3482,0.0290,-0.0967,-0.0725,0.0232,0.0580,0.0249,0.0580,0.1549,0.0400,0.0300
1950-03-03,17.2900,0.1735,0.1448,0.1352,0.0145,0.0116,0.0773,0.0994,0.0653,0.0903,0.0500,0.0300
1950-03-06,17.3200,-0.6928,0.2600,0.1543,0.1448,0.0463,0.0386,0.0910,0.1086,0.0773,0.0100,0.0300
1950-03-07,17.2000,-0.0581,-0.2607,-0.0579,-0.0579,-0.0232,-0.0773,-0.0662,-0.0072,0.0193,0.0200,0.0300
1950-03-08,17.1900,-0.6981,-0.3780,-0.1934,-0.0580,-0.0580,-0.0290,-0.0746,-0.0652,-0.0129,0.0300,0.0300
1950-03-09,17.0700,0.1172,-0.3795,-0.4858,-0.3199,-0.1859,-0.1646,-0.1244,-0.1524,-0.1354,0.0400,0.0300
1950-03-10,17.0900,0.1755,-0.2927,-0.2142,-0.3355,-0.2329,-0.1357,-0.1246,-0.0945,-0.1227,0.0500,0.0300
1950-03-13,17.1200,0.7593,0.1462,-0.1365,-0.1168,-0.2335,-0.1651,-0.0915,-0.0873,-0.0646,0.0100,0.0300
1950-03-14,17.2500,1.1594,0.4655,0.3498,0.0876,0.0583,-0.0680,-0.0333,0.0145,0.0065,0.0200,0.0300
1950-03-15,17.4500,0.2292,0.9510,0.6947,0.5514,0.3024,0.2423,0.1080,0.1162,0.1420,0.0300,0.0300
1950-03-16,17.4900,-0.2287,0.6869,0.7089,0.5771,0.4861,0.2899,0.2403,0.1233,0.1289,0.0400,0.0300
1950-03-17,17.4500,-0.0573,0.0000,0.3818,0.4739,0.4149,0.3659,0.2150,0.1810,0.0837,0.0500,0.0300
1950-03-20,17.4400,0.0573,-0.1433,-0.0191,0.2721,0.3675,0.3359,0.3051,0.1807,0.1543,0.0100,0.0300
1950-03-21,17.4500,0.5731,0.0000,-0.0764,0.0000,0.2291,0.3157,0.2959,0.2739,0.1669,0.0200,0.0300
1950-03-22,17.5500,0.0570,0.3143,0.1907,0.0858,0.1144,0.2862,0.3522,0.3305,0.3071,0.0300,0.0300
1950-03-23,17.5600,0.0000,0.3133,0.2283,0.1571,0.0800,0.1048,0.2533,0.3151,0.2998,0.0400,0.0300
1950-03-24,17.5600,-0.5695,0.0285,0.2088,0.1711,0.1256,0.0667,0.0898,0.2215,0.2799,0.0500,0.0300
1950-03-27,17.4600,0.4009,-0.2856,-0.1712,0.0143,0.0228,0.0095,-0.0245,0.0071,0.1334,0.0100,0.0300
1950-03-28,17.5300,-0.5134,-0.0857,-0.0571,-0.0285,0.0913,0.0856,0.0653,0.0286,0.0508,0.0200,0.0300
1950-03-29,17.4400,-0.8028,-0.0572,-0.2289,-0.1715,-0.1256,-0.0095,0.0000,-0.0071,-0.0318,0.0300,0.0300
1950-03-30,17.3000,-0.0578,-0.6621,-0.3061,-0.3729,-0.2979,-0.2384,-0.1226,-0.1001,-0.0954,0.0400,0.0300
1950-03-31,17.2900,1.3881,-0.4337,-0.4613,-0.2444,-0.3103,-0.2582,-0.2129,-0.1145,-0.0955,0.0500,0.0300
1950-04-03,17.5300,0.1141,0.6605,0.1727,0.0000,0.0804,-0.0287,-0.0246,-0.0143,0.0509,0.0100,0.0400
1950-04-04,17.5500,0.4558,0.7412,0.4774,0.1579,0.0230,0.0860,-0.0082,-0.0072,0.0000,0.0200,0.0400
1950-04-05,17.6300,0.8508,0.2842,0.6450,0.4714,0.2176,0.0955,0.1390,0.0501,0.0445,0.0300,0.0400
1950-04-06,17.7800,0.3937,0.6495,0.4721,0.6951,0.5468,0.3236,0.2040,0.2285,0.1397,0.0400,0.0400
1950-04-10,17.8500,-0.5602,0.6175,0.5633,0.4519,0.6339,0.5207,0.3335,0.2280,0.2470,0.0100,0.0400
1950-04-11,17.7500,1.0704,-0.0843,0.2248,0.2817,0.2484,0.4336,0.3647,0.2204,0.1391,0.0200,0.0400
1950-04-12,17.9400,0.2230,0.2522,0.2988,0.4347,0.4385,0.3850,0.5241,0.4529,0.3152,0.0300,0.0400
1950-04-13,17.9800,-0.1112,0.6403,0.2422,0.2796,0.3919,0.4021,0.3615,0.4859,0.4269,0.0400,0.0400
1950-04-14,17.9600,-0.4454,0.0556,0.3898,0.1536,0.2012,0.3077,0.3283,0.3019,0.4188,0.0500,0.0400
1950-04-17,17.8800,0.8389,-0.2790,-0.1115,0.1812,0.0335,0.0931,0.1998,0.2311,0.2183,0.0100,0.0400
1950-04-18,18.0300,0.1109,0.1949,0.0928,0.1253,0.3118,0.1674,0.1994,0.2794,0.2985,0.0200,0.0400
1950-04-19,18.0500,-0.6648,0.4712,0.1668,0.0973,0.1224,0.2782,0.1592,0.1882,0.2605,0.0300,0.0400
1950-04-20,17.9300,0.1673,-0.2779,0.0926,-0.0417,-0.0556,-0.0093,0.1431,0.0557,0.0930,0.0400,0.0400
1950-04-21,17.9600,-0.7238,-0.2508,-0.1298,0.1112,0.0000,-0.0186,0.0159,0.1461,0.0681,0.0500,0.0400
1950-04-24,17.8300,0.0000,-0.2794,-0.4095,-0.2787,-0.0557,-0.1207,-0.1194,-0.0766,0.0495,0.0100,0.0400
1950-04-25,17.8300,-0.3926,-0.3646,-0.1865,-0.3075,-0.2232,-0.0465,-0.1036,-0.1046,-0.0681,0.0200,0.0400
1950-04-26,17.7600,0.5631,-0.1967,-0.3744,-0.2382,-0.3247,-0.2515,-0.0957,-0.1396,-0.1365,0.0300,0.0400
1950-04-27,17.8600,0.5599,0.0842,0.0561,-0.1403,-0.0784,-0.1773,-0.1358,-0.0140,-0.0621,0.0400,0.0400
1950-04-28,17.9600,1.4477,0.5583,0.2426,0.1820,0.0000,0.0280,-0.0719,-0.0489,0.0496,0.0500,0.0400
1950-05-01,18.2200,-0.6037,0.9950,0.8512,0.5432,0.4351,0.2420,0.2312,0.1186,0.1177,0.0100,0.0500
1950-05-02,18.1100,0.8835,0.4129,0.4605,0.4851,0.3114,0.2599,0.1195,0.1254,0.0372,0.0200,0.0500
1950-05-03,18.2700,-0.8210,0.1374,0.5678,0.5650,0.5640,0.4067,0.3492,0.2155,0.2101,0.0300,0.0500
1950-05-04,18.1200,0.5519,0.0275,-0.1835,0.2200,0.2867,0.3317,0.2296,0.2012,0.0988,0.0400,0.0500
1950-05-05,18.2200,0.2744,-0.1376,0.2014,0.0000,0.2859,0.3306,0.3629,0.2699,0.2402,0.0500,0.0500
1950-05-08,18.2700,0.0000,0.4111,0.0000,0.2195,0.0550,0.2839,0.3224,0.3517,0.2703,0.0100,0.0500
1950-05-09,18.2700,0.1095,0.1368,0.2739,0.0000,0.1755,0.0458,0.2432,0.2819,0.3123,0.0200,0.0500
1950-05-10,18.2900,0.0000,0.0547,0.1277,0.2327,0.0219,0.1645,0.0549,0.2264,0.2626,0.0300,0.0500
1950-05-11,18.2900,-0.6014,0.0547,0.0365,0.0957,0.1861,0.0183,0.1409,0.0480,0.2011,0.0400,0.0500
1950-05-12,18.1800,0.4400,-0.3016,-0.1644,-0.1232,-0.0438,0.0548,-0.0705,0.0480,-0.0244,0.0500,0.0500
1950-05-15,18.2600,0.9858,-0.0823,-0.0548,-0.0137,-0.0110,0.0365,0.1096,-0.0069,0.0914,0.0100,0.0500
1950-05-16,18.4400,0.4338,0.7084,0.2733,0.2050,0.1859,0.1549,0.1719,0.2188,0.1034,0.0200,0.0500
1950-05-17,18.5200,0.2160,0.7035,0.6157,0.3134,0.2508,0.2273,0.1949,0.2048,0.2428,0.0300,0.0500
1950-05-18,18.5600,0.6466,0.3236,0.5403,0.5150,0.2936,0.2449,0.2256,0.1975,0.2060,0.0400,0.0500
1950-05-19,18.6800,-0.4283,0.4296,0.4304,0.5660,0.5408,0.3525,0.3025,0.2785,0.2477,0.0500,0.0500
1950-05-22,18.6000,0.5914,0.1073,0.1433,0.2152,0.3664,0.3782,0.2399,0.2101,0.1990,0.0100,0.0500
1950-05-23,18.7100,-0.1069,0.0804,0.2679,0.2549,0.2901,0.4036,0.4084,0.2839,0.2526,0.0200,0.0500
1950-05-24,18.6900,0.0000,0.2406,0.0179,0.1741,0.1823,0.2237,0.3303,0.3435,0.2400,0.0300,0.0500
1950-05-25,18.6900,-0.1070,-0.0535,0.1605,0.0134,0.1392,0.1519,0.1916,0.2888,0.3051,0.0400,0.0500
1950-05-26,18.6700,0.2678,-0.0535,-0.0714,0.0936,-0.0107,0.0982,0.1149,0.1542,0.2447,0.0500,0.0500
1950-05-29,18.7200,0.3205,0.0802,0.0535,0.0134,0.1284,0.0357,0.1224,0.1339,0.1668,0.0100,0.0500
1950-05-31,18.7800,-0.0533,0.2933,0.1602,0.1202,0.0748,0.1603,0.0764,0.1471,0.1547,0.0300,0.0500
1950-06-01,18.7700,0.1066,0.1332,0.1777,0.1068,0.0854,0.0534,0.1297,0.0601,0.1248,0.0400,0.0600
1950-06-02,18.7900,-1.0112,0.0266,0.1242,0.1599,0.1067,0.0890,0.0610,0.1268,0.0653,0.0500,0.0600
1950-06-05,18.6000,1.5054,-0.4547,-0.3205,-0.1601,-0.0747,-0.0801,-0.0687,-0.0735,0.0000,0.0100,0.0600
1950-06-06,18.8800,0.2648,0.2401,0.1955,0.1333,0.1705,0.1866,0.1448,0.1267,0.1008,0.0200,0.0600
1950-06-07,18.9300,1.1093,0.8728,0.2482,0.2128,0.1596,0.1863,0.1978,0.1599,0.1422,0.0300,0.0600
1950-06-08,19.1400,0.6270,0.6830,0.9482,0.4633,0.3922,0.3183,0.3184,0.3121,0.2658,0.0400,0.0600
1950-06-09,19.2600,0.7269,0.8594,0.6628,0.8660,0.4957,0.4313,0.3626,0.3573,0.3473,0.0500,0.0600
1950-06-12,19.4000,-0.7732,0.6725,0.8131,0.6777,0.8367,0.5341,0.4737,0.4085,0.3987,0.0100,0.0600
1950-06-13,19.2500,-1.4026,-0.0259,0.1900,0.4153,0.3855,0.5659,0.3447,0.3153,0.2748,0.0200,0.0600
1950-06-14,18.9800,-0.2634,-1.0986,-0.4859,-0.2081,0.0521,0.0870,0.2839,0.1246,0.1226,0.0300,0.0600
1950-06-15,18.9300,0.2113,-0.8441,-0.8223,-0.4310,-0.2192,0.0000,0.0373,0.2160,0.0817,0.0400,0.0600
1950-06-16,18.9700,-0.2636,-0.0264,-0.4923,-0.5648,-0.3036,-0.1481,0.0299,0.0589,0.2154,0.0500,0.0600
1950-06-19,18.9200,-0.4757,-0.0264,-0.1056,-0.4354,-0.5050,-0.2971,-0.1645,-0.0065,0.0233,0.0100,0.0600
1950-06-20,18.8300,0.9028,-0.3709,-0.1763,-0.1983,-0.4438,-0.5005,-0.3226,-0.2032,-0.0582,0.0200,0.0600
1950-06-21,19.0000,0.8421,0.2115,0.0529,0.0924,0.0211,-0.2200,-0.3010,-0.1707,-0.0816,0.0300,0.0600
1950-06-22,19.1600,-0.1044,0.8648,0.4211,0.2503,0.2424,0.1582,-0.0678,-0.1579,-0.0583,0.0400,0.0600
1950-06-23,19.1400,-5.3814,0.3655,0.5410,0.2890,0.1789,0.1842,0.1203,-0.0724,-0.1519,0.0500,0.0600
1950-06-26,18.1100,-1.1044,-2.8188,-1.5777,-0.9548,-0.8595,-0.7600,-0.6206,-0.5759,-0.6704,0.0100,0.0600
1950-06-27,17.9100,1.1167,-3.4148,-2.2661,-1.4666,-0.9859,-0.9006,-0.8087,-0.6798,-0.6332,0.0200,0.0600
1950-06-28,18.1100,-3.6996,0.0000,-1.9028,-1.4331,-0.9629,-0.6461,-0.6218,-0.5765,-0.4877,0.0300,0.0600
1950-06-29,17.4400,1.4335,-1.3221,-1.2533,-2.3753,-1.8962,-1.4199,-1.0786,-1.0020,-0.9183,0.0400,0.0600
1950-06-30,17.6900,-0.2827,-1.1956,-0.4132,-0.5903,-1.6245,-1.3561,-1.0270,-0.7778,-0.7437,0.0500,0.0600
1950-07-03,17.6400,0.9637,0.5661,-0.8907,-0.3809,-0.5293,-1.4032,-1.2060,-0.9366,-0.7247,0.0100,0.0700
1950-07-05,17.8100,0.5615,0.3385,0.6963,-0.4251,-0.1128,-0.2814,-1.0665,-0.9385,-0.7300,0.0300,0.0700
1950-07-06,17.9100,-1.3400,0.7559,0.4123,0.6615,-0.2260,0.0000,-0.1606,-0.8624,-0.7727,0.0400,0.0700
1950-07-07,17.6700,-0.4527,-0.3935,0.0562,-0.0282,0.2592,-0.4145,-0.1931,-0.3095,-0.9171,0.0500,0.0700
1950-07-10,17.5900,-1.5350,-0.9075,-0.4138,-0.0704,-0.1128,0.1411,-0.4202,-0.2256,-0.3255,0.0100,0.0700
1950-07-11,17.3200,-2.5981,-1.0026,-1.1221,-0.6951,-0.3624,-0.3493,-0.0971,-0.5600,-0.3706,0.0200,0.0700
1950-07-12,16.8700,-1.0670,-2.1059,-1.5450,-1.4975,-1.0760,-0.7321,-0.6677,-0.4057,-0.7851,0.0300,0.0700
1950-07-13,16.6900,1.0785,-1.8772,-1.7689,-1.4313,-1.4163,-1.0764,-0.7796,-0.7168,-0.4771,0.0400,0.0700
1950-07-14,16.8700,-1.1263,0.0000,-0.8923,-1.0627,-0.9374,-1.0096,-0.7774,-0.5550,-0.5244,0.0500,0.0700
1950-07-17,16.6800,2.2782,-0.0298,-0.3782,-0.9537,-1.0778,-0.9704,-1.0277,-0.8212,-0.6177,0.0100,0.0700
1950-07-18,17.0600,1.7585,0.5631,0.7311,0.2823,-0.3089,-0.5222,-0.5123,-0.6216,-0.4849,0.0200,0.0700
1950-07-19,17.3600,1.4401,1.9756,0.9589,0.9857,0.5788,0.0394,-0.1935,-0.2272,-0.3569,0.0300,0.0700
1950-07-20,17.6100,-0.1136,1.5728,1.7874,1.0770,1.0750,0.7236,0.2434,0.0147,-0.0389,0.0400,0.0700
1950-07-21,17.5900,-0.6254,0.6534,1.0084,1.3071,0.8343,0.8723,0.6007,0.1975,0.0000,0.0500,0.0700
1950-07-24,17.4800,-1.4302,-0.3707,0.2278,0.5997,0.9185,0.5878,0.6548,0.4442,0.1038,0.0100,0.0700
1950-07-25,17.2300,0.2322,-1.0372,-0.7266,-0.1860,0.1948,0.5272,0.2975,0.3916,0.2329,0.0200,0.0700
1950-07-26,17.2700,1.3318,-0.6087,-0.6156,-0.4887,-0.1032,0.2009,0.4852,0.2893,0.3738,0.0300,0.0700
1950-07-27,17.5000,1.0857,0.7765,0.0385,-0.1295,-0.1263,0.1337,0.3605,0.5895,0.4044,0.0400,0.0700
1950-07-28,17.6900,0.8479,1.1935,0.8769,0.3013,0.1147,0.0764,0.2697,0.4509,0.6442,0.0500,0.0700
1950-07-31,17.8400,1.0090,0.9569,1.0749,0.8677,0.4113,0.2381,0.1876,0.3423,0.4950,0.0100,0.0700
1950-08-01,18.0200,-0.3885,0.9202,0.9711,1.0556,0.8945,0.5116,0.3495,0.2916,0.4171,0.0200,0.0800
1950-08-02,17.9500,0.2228,0.3058,0.4832,0.6294,0.7640,0.6775,0.3806,0.2554,0.2144,0.0300,0.0800
1950-08-03,17.9900,0.8338,-0.0835,0.2780,0.4178,0.5475,0.6730,0.6116,0.3604,0.2516,0.0400,0.0800
1950-08-04,18.1400,1.4884,0.5259,0.2219,0.4161,0.5003,0.5946,0.6953,0.6390,0.4135,0.0500,0.0800
1950-08-07,18.4100,0.2716,1.1491,0.8434,0.5380,0.6298,0.6645,0.7220,0.7942,0.7338,0.0100,0.0800
1950-08-08,18.4600,0.8126,0.8679,0.8544,0.6986,0.4838,0.5690,0.6072,0.6644,0.7346,0.0200,0.0800
1950-08-09,18.6100,-0.6986,0.5395,0.8472,0.8422,0.7204,0.5385,0.6035,0.6327,0.6805,0.0300,0.0800
1950-08-10,18.4800,-1.0822,0.0539,0.1260,0.4597,0.5320,0.4814,0.3593,0.4382,0.4820,0.0400,0.0800
1950-08-11,18.2800,0.0547,-0.8977,-0.3251,-0.1761,0.1518,0.2627,0.2571,0.1777,0.2677,0.0500,0.0800
1950-08-14,18.2900,0.1640,-0.5195,-0.5813,-0.2308,-0.1303,0.1357,0.2332,0.2318,0.1640,0.0100,0.0800
1950-08-15,18.3200,0.1092,0.1093,-0.2915,-0.3953,-0.1522,-0.0815,0.1397,0.2245,0.2243,0.0200,0.0800
1950-08-16,18.3400,1.0905,0.1364,0.1092,-0.1912,-0.2944,-0.1088,-0.0544,0.1359,0.2117,0.0300,0.0800
1950-08-17,18.5400,0.7551,0.5965,0.4529,0.3538,0.0654,-0.0635,0.0621,0.0882,0.2414,0.0400,0.0800
1950-08-18,18.6800,0.1071,0.9135,0.6479,0.5279,0.4340,0.1811,0.0543,0.1491,0.1627,0.0500,0.0800
1950-08-21,18.7000,-0.1070,0.4280,0.6438,0.5117,0.4429,0.3788,0.1703,0.0610,0.1444,0.0100,0.0800
1950-08-22,18.6800,0.7495,0.0000,0.2497,0.4558,0.3873,0.3505,0.3088,0.1353,0.0421,0.0200,0.0800
1950-08-23,18.8200,-0.1594,0.3200,0.2491,0.3739,0.5138,0.4474,0.4074,0.3640,0.2040,0.0300,0.0800
1950-08-24,18.7900,-1.3305,0.2925,0.1599,0.1467,0.2669,0.4010,0.3600,0.3359,0.3051,0.0400,0.0800
1950-08-25,18.5400,-0.0539,-0.7501,-0.2493,-0.2138,-0.1497,0.0000,0.1530,0.1476,0.1493,0.0500,0.0800
1950-08-28,18.5300,0.0540,-0.7014,-0.5192,-0.2009,-0.1821,-0.1339,-0.0076,0.1273,0.1253,0.0100,0.0800
1950-08-29,18.5400,-0.5933,0.0000,-0.4496,-0.3763,-0.1502,-0.1430,-0.1072,0.0000,0.1192,0.0200,0.0800
1950-08-30,18.4300,-0.0543,-0.2705,-0.1982,-0.4862,-0.4201,-0.2239,-0.2072,-0.1678,-0.0656,0.0300,0.0800
1950-08-31,18.4200,0.7057,-0.3256,-0.1986,-0.1623,-0.4002,-0.3596,-0.1999,-0.1882,-0.1553,0.0400,0.0800
1950-09-01,18.5500,0.7008,0.3246,0.0180,0.0270,0.0108,-0.2162,-0.2080,-0.0875,-0.0897,0.0500,0.0900
1950-09-05,18.6800,-0.7495,0.6984,0.4492,0.1890,0.1620,0.1260,-0.0848,-0.0943,0.0000,0.0200,0.0900
1950-09-06,18.5400,0.2697,-0.0269,0.2152,0.1483,0.0000,0.0090,0.0000,-0.1687,-0.1676,0.0300,0.0900
1950-09-07,18.5900,0.8607,-0.2424,0.0717,0.2286,0.1725,0.0450,0.0462,0.0337,-0.1199,0.0400,0.0900
1950-09-08,18.7500,-0.7467,0.5624,0.1253,0.2682,0.3544,0.2869,0.1616,0.1481,0.1257,0.0500,0.0900
1950-09-11,18.6100,1.3971,0.0535,0.1251,-0.0940,0.0644,0.1701,0.1383,0.0471,0.0479,0.0100,0.0900
1950-09-12,18.8700,1.1659,0.3202,0.4980,0.4411,0.2035,0.2856,0.3446,0.2953,0.1971,0.0200,0.0900
1950-09-13,19.0900,0.4715,1.2645,0.6010,0.6638,0.5857,0.3646,0.4118,0.4476,0.3926,0.0300,0.0900
1950-09-14,19.1800,0.5735,0.8100,0.9975,0.5677,0.6243,0.5659,0.3799,0.4191,0.4501,0.0400,0.0900
1950-09-15,19.2900,0.4147,0.5199,0.7297,0.8897,0.5682,0.6152,0.5666,0.4042,0.4363,0.0500,0.0900
1950-09-18,19.3700,-0.3098,0.4915,0.4841,0.6499,0.7933,0.5419,0.5858,0.5470,0.4052,0.0100,0.0900
1950-09-19,19.3100,-0.5179,0.0517,0.2243,0.2852,0.4572,0.6081,0.4188,0.4722,0.4501,0.0200,0.0900
1950-09-20,19.2100,0.8329,-0.4154,-0.1382,0.0389,0.1245,0.2945,0.4467,0.3008,0.3611,0.0300,0.0900
1950-09-21,19.3700,0.3614,0.1555,0.0000,0.1035,0.1968,0.2419,0.3709,0.4945,0.3598,0.0400,0.0900
1950-09-22,19.4400,-0.1029,0.5926,0.2241,0.0905,0.1551,0.2242,0.2589,0.3695,0.4794,0.0500,0.0900
1950-09-25,19.4200,-1.4418,0.1287,0.3606,0.1420,0.0517,0.1120,0.1772,0.2135,0.3167,0.0100,0.0900
1950-09-26,19.1400,1.4107,-0.7780,-0.3966,-0.0905,-0.1760,-0.1985,-0.1109,-0.0259,0.0288,0.0200,0.0900
1950-09-27,19.4100,0.0515,-0.0259,-0.0518,0.0517,0.2067,0.0862,0.0296,0.0776,0.1322,0.0300,0.0900
1950-09-28,19.4200,0.1545,0.7211,-0.0000,-0.0258,0.0516,0.1807,0.0812,0.0323,0.0747,0.0400,0.0900
1950-09-29,19.4500,1.2339,0.1029,0.5319,0.0388,0.0103,0.0688,0.1769,0.0904,0.0459,0.0500,0.0900
1950-10-02,19.6900,-0.1524,0.6898,0.4781,0.7054,0.2780,0.2145,0.2353,0.3090,0.2177,0.0100,0.1000
1950-10-03,19.6600,1.7294,0.5337,0.4082,0.3196,0.5326,0.2055,0.1615,0.1863,0.2571,0.0200,0.1000
1950-10-04,20.0000,-0.5500,0.7816,0.9267,0.7360,0.6007,0.7311,0.4241,0.3585,0.3587,0.0300,0.1000
1950-10-05,19.8900,1.1564,0.5766,0.3358,0.5553,0.4762,0.4064,0.5454,0.3000,0.2556,0.0400,0.1000
1950-10-06,20.1200,-0.5964,0.2999,0.7665,0.5397,0.6743,0.5892,0.5136,0.6217,0.3960,0.0500,0.1000
1950-10-09,20.0000,-1.1000,0.2742,0.0000,0.4249,0.3110,0.4608,0.4178,0.3729,0.4841,0.0100,0.1000
1950-10-10,19.7800,0.4044,-0.8547,-0.1836,-0.2757,0.1203,0.0753,0.2372,0.2270,0.2079,0.0200,0.1000
1950-10-11,19.8600,-0.0504,-0.3532,-0.4359,-0.0376,-0.1405,0.1672,0.1220,0.2579,0.2466,0.0300,0.1000
1950-10-13,19.8500,-0.7053,0.1763,-0.2521,-0.3397,-0.0402,-0.1255,0.1362,0.1005,0.2237,0.0500,0.1000
1950-10-16,19.7100,0.9132,-0.3792,-0.1178,-0.3662,-0.4133,-0.1509,-0.2083,0.0314,0.0112,0.0100,0.1000
1950-10-17,19.8900,0.6033,0.1010,0.0505,0.1387,-0.1110,-0.1931,0.0000,-0.0691,0.1284,0.0200,0.1000
1950-10-18,20.0100,0.0500,0.7519,0.2684,0.1888,0.2316,0.0084,-0.0791,0.0754,0.0056,0.0300,0.1000
1950-10-19,20.0200,-0.2997,0.3248,0.5174,0.2135,0.1608,0.2011,0.0144,-0.0628,0.0725,0.0400,0.1000
1950-10-20,19.9600,0.0000,-0.1251,0.1167,0.3130,0.1105,0.0837,0.1292,-0.0251,-0.0893,0.0500,0.1000
