cdate,cp,pctlead,slope2,slope3,slope4,slope5,slope6,slope7,slope8,slope9,dow,moy,pred_linr,pred_gbr,pred_logr
2004-04-06,1148.160000,-0.664500,0.276200,0.464800,0.480000,0.371300,0.376400,0.504500,0.430300,0.559000,0.020000,0.040000,-0.009682,0.052005,0.473244
2004-04-07,1140.530000,-0.106100,-0.438700,-0.037200,0.182500,0.250600,0.197800,0.226700,0.357200,0.307300,0.030000,0.040000,0.007083,0.033823,0.489543
2004-04-08,1139.319900,0.516100,-0.387700,-0.328200,-0.054400,0.125000,0.191300,0.154400,0.185000,0.305600,0.040000,0.040000,0.032633,0.033823,0.503053
2004-04-12,1145.200000,-1.376200,0.204400,-0.086400,-0.117400,0.059200,0.189800,0.237400,0.199500,0.221700,0.010000,0.040000,0.084142,0.052005,0.487480
2004-04-13,1129.439900,-0.112400,-0.434400,-0.324800,-0.411000,-0.370500,-0.180500,-0.034100,0.035400,0.023800,0.020000,0.040000,0.062691,0.033823,0.490051
2004-04-14,1128.170000,0.059400,-0.754300,-0.327700,-0.272100,-0.351800,-0.327900,-0.170900,-0.043800,0.019100,0.030000,0.040000,0.027573,0.033823,0.502627
2004-04-15,1128.840000,0.511100,-0.026600,-0.483100,-0.231300,-0.206100,-0.283600,-0.273000,-0.142400,-0.032500,0.040000,0.040000,0.074086,0.033823,0.530913
2004-04-16,1134.610000,0.106600,0.284500,0.152400,-0.234200,-0.083100,-0.087000,-0.170500,-0.175500,-0.070300,0.050000,0.040000,0.059993,0.052005,0.507364
2004-04-19,1135.819900,-1.555700,0.307400,0.225000,0.140900,-0.165800,-0.051500,-0.059300,-0.135900,-0.144200,0.010000,0.040000,0.076586,0.052005,0.498755
2004-04-20,1118.150000,0.531200,-0.730300,-0.315500,-0.221800,-0.200000,-0.399300,-0.267300,-0.247000,-0.294200,0.020000,0.040000,0.055486,0.033823,0.516374
2004-04-21,1124.090000,1.409100,-0.523100,-0.311400,-0.105300,-0.072300,-0.079000,-0.267200,-0.168400,-0.161400,0.030000,0.040000,0.079456,0.033823,0.521386
2004-04-22,1139.930100,0.058800,0.962000,0.121500,0.117800,0.196200,0.173400,0.132600,-0.058300,0.006000,0.040000,0.040000,0.072761,0.052005,0.512557
2004-04-23,1140.600000,-0.444500,0.724000,0.659400,0.105700,0.105900,0.173100,0.156900,0.123300,-0.045200,0.050000,0.040000,0.019840,0.052005,0.476915
2004-04-26,1135.530000,0.227200,-0.193300,0.334900,0.382800,-0.005100,0.013500,0.084400,0.081300,0.059800,0.010000,0.040000,0.017334,0.033823,0.487186
2004-04-27,1138.110000,-1.379500,-0.109500,-0.053300,0.307900,0.351500,0.033700,0.044100,0.102200,0.097500,0.020000,0.040000,0.042902,0.033823,0.516372
2004-04-28,1122.410000,-0.759100,-0.580400,-0.535600,-0.386200,-0.029600,0.062600,-0.169300,-0.134700,-0.063100,0.030000,0.040000,0.107759,0.033823,0.518508
2004-04-29,1113.890000,-0.591600,-1.083000,-0.641300,-0.592200,-0.460800,-0.150200,-0.053800,-0.242800,-0.203800,0.040000,0.040000,0.043692,0.033823,0.498599
2004-04-30,1107.300000,0.920300,-0.680300,-0.921500,-0.629900,-0.592800,-0.482800,-0.212600,-0.120300,-0.281300,0.050000,0.040000,0.041696,0.033823,0.515448
2004-05-03,1117.490000,0.184300,0.161800,-0.147400,-0.462200,-0.322200,-0.343100,-0.284900,-0.073200,-0.006500,0.010000,0.050000,0.116844,0.052005,0.505779
