cdate,cp,pctlead,pctlag1,dow,moy
1950-01-03,16.66,1.14,0.00,2.00,1.00
1950-01-04,16.85,0.47,1.14,3.00,1.00
1950-01-05,16.93,0.30,0.47,4.00,1.00
1950-01-06,16.98,0.59,0.30,5.00,1.00
1950-01-09,17.08,-0.29,0.59,1.00,1.00
1950-01-10,17.03,0.35,-0.29,2.00,1.00
1950-01-11,17.09,-1.93,0.35,3.00,1.00
1950-01-12,16.76,-0.54,-1.93,4.00,1.00
1950-01-13,16.67,0.30,-0.54,5.00,1.00
1950-01-16,16.72,0.84,0.30,1.00,1.00
1950-01-17,16.86,-0.06,0.84,2.00,1.00
1950-01-18,16.85,0.12,-0.06,3.00,1.00
1950-01-19,16.87,0.18,0.12,4.00,1.00
1950-01-20,16.90,0.12,0.18,5.00,1.00
1950-01-23,16.92,-0.35,0.12,1.00,1.00
1950-01-24,16.86,-0.71,-0.35,2.00,1.00
1950-01-25,16.74,-0.06,-0.71,3.00,1.00
1950-01-26,16.73,0.54,-0.06,4.00,1.00
1950-01-27,16.82,1.19,0.54,5.00,1.00
1950-01-30,17.02,0.18,1.19,1.00,1.00
1950-01-31,17.05,0.00,0.18,2.00,1.00
1950-02-01,17.05,1.06,0.00,3.00,2.00
1950-02-02,17.23,0.35,1.06,4.00,2.00
1950-02-03,17.29,0.17,0.35,5.00,2.00
1950-02-06,17.32,-0.52,0.17,1.00,2.00
1950-02-07,17.23,-0.12,-0.52,2.00,2.00
1950-02-08,17.21,0.41,-0.12,3.00,2.00
1950-02-09,17.28,-0.23,0.41,4.00,2.00
1950-02-10,17.24,-1.04,-0.23,5.00,2.00
1950-02-14,17.06,0.00,-1.04,2.00,2.00
1950-02-15,17.06,-0.41,0.00,3.00,2.00
1950-02-16,16.99,0.94,-0.41,4.00,2.00
1950-02-17,17.15,0.29,0.94,5.00,2.00
1950-02-20,17.20,-0.17,0.29,1.00,2.00
1950-02-21,17.17,0.23,-0.17,2.00,2.00
1950-02-23,17.21,0.41,0.23,4.00,2.00
1950-02-24,17.28,0.00,0.41,5.00,2.00
1950-02-27,17.28,-0.35,0.00,1.00,2.00
1950-02-28,17.22,0.12,-0.35,2.00,2.00
1950-03-01,17.24,-0.06,0.12,3.00,3.00
1950-03-02,17.23,0.35,-0.06,4.00,3.00
1950-03-03,17.29,0.17,0.35,5.00,3.00
1950-03-06,17.32,-0.69,0.17,1.00,3.00
1950-03-07,17.20,-0.06,-0.69,2.00,3.00
1950-03-08,17.19,-0.70,-0.06,3.00,3.00
1950-03-09,17.07,0.12,-0.70,4.00,3.00
1950-03-10,17.09,0.18,0.12,5.00,3.00
1950-03-13,17.12,0.76,0.18,1.00,3.00
1950-03-14,17.25,1.16,0.76,2.00,3.00
1950-03-15,17.45,0.23,1.16,3.00,3.00
1950-03-16,17.49,-0.23,0.23,4.00,3.00
1950-03-17,17.45,-0.06,-0.23,5.00,3.00
1950-03-20,17.44,0.06,-0.06,1.00,3.00
1950-03-21,17.45,0.57,0.06,2.00,3.00
1950-03-22,17.55,0.06,0.57,3.00,3.00
1950-03-23,17.56,0.00,0.06,4.00,3.00
1950-03-24,17.56,-0.57,0.00,5.00,3.00
1950-03-27,17.46,0.40,-0.57,1.00,3.00
1950-03-28,17.53,-0.51,0.40,2.00,3.00
1950-03-29,17.44,-0.80,-0.51,3.00,3.00
1950-03-30,17.30,-0.06,-0.80,4.00,3.00
1950-03-31,17.29,1.39,-0.06,5.00,3.00
1950-04-03,17.53,0.11,1.39,1.00,4.00
1950-04-04,17.55,0.46,0.11,2.00,4.00
1950-04-05,17.63,0.85,0.46,3.00,4.00
1950-04-06,17.78,0.39,0.85,4.00,4.00
1950-04-10,17.85,-0.56,0.39,1.00,4.00
1950-04-11,17.75,1.07,-0.56,2.00,4.00
1950-04-12,17.94,0.22,1.07,3.00,4.00
1950-04-13,17.98,-0.11,0.22,4.00,4.00
1950-04-14,17.96,-0.45,-0.11,5.00,4.00
1950-04-17,17.88,0.84,-0.45,1.00,4.00
1950-04-18,18.03,0.11,0.84,2.00,4.00
1950-04-19,18.05,-0.66,0.11,3.00,4.00
1950-04-20,17.93,0.17,-0.66,4.00,4.00
1950-04-21,17.96,-0.72,0.17,5.00,4.00
1950-04-24,17.83,0.00,-0.72,1.00,4.00
1950-04-25,17.83,-0.39,0.00,2.00,4.00
1950-04-26,17.76,0.56,-0.39,3.00,4.00
1950-04-27,17.86,0.56,0.56,4.00,4.00
1950-04-28,17.96,1.45,0.56,5.00,4.00
1950-05-01,18.22,-0.60,1.45,1.00,5.00
1950-05-02,18.11,0.88,-0.60,2.00,5.00
1950-05-03,18.27,-0.82,0.88,3.00,5.00
1950-05-04,18.12,0.55,-0.82,4.00,5.00
1950-05-05,18.22,0.27,0.55,5.00,5.00
1950-05-08,18.27,0.00,0.27,1.00,5.00
1950-05-09,18.27,0.11,0.00,2.00,5.00
1950-05-10,18.29,0.00,0.11,3.00,5.00
1950-05-11,18.29,-0.60,0.00,4.00,5.00
1950-05-12,18.18,0.44,-0.60,5.00,5.00
1950-05-15,18.26,0.99,0.44,1.00,5.00
1950-05-16,18.44,0.43,0.99,2.00,5.00
1950-05-17,18.52,0.22,0.43,3.00,5.00
1950-05-18,18.56,0.65,0.22,4.00,5.00
1950-05-19,18.68,-0.43,0.65,5.00,5.00
1950-05-22,18.60,0.59,-0.43,1.00,5.00
1950-05-23,18.71,-0.11,0.59,2.00,5.00
1950-05-24,18.69,0.00,-0.11,3.00,5.00
1950-05-25,18.69,-0.11,0.00,4.00,5.00
1950-05-26,18.67,0.27,-0.11,5.00,5.00
1950-05-29,18.72,0.32,0.27,1.00,5.00
1950-05-31,18.78,-0.05,0.32,3.00,5.00
1950-06-01,18.77,0.11,-0.05,4.00,6.00
1950-06-02,18.79,-1.01,0.11,5.00,6.00
1950-06-05,18.60,1.51,-1.01,1.00,6.00
1950-06-06,18.88,0.26,1.51,2.00,6.00
1950-06-07,18.93,1.11,0.26,3.00,6.00
1950-06-08,19.14,0.63,1.11,4.00,6.00
1950-06-09,19.26,0.73,0.63,5.00,6.00
1950-06-12,19.40,-0.77,0.73,1.00,6.00
1950-06-13,19.25,-1.40,-0.77,2.00,6.00
1950-06-14,18.98,-0.26,-1.40,3.00,6.00
1950-06-15,18.93,0.21,-0.26,4.00,6.00
1950-06-16,18.97,-0.26,0.21,5.00,6.00
1950-06-19,18.92,-0.48,-0.26,1.00,6.00
1950-06-20,18.83,0.90,-0.48,2.00,6.00
1950-06-21,19.00,0.84,0.90,3.00,6.00
1950-06-22,19.16,-0.10,0.84,4.00,6.00
1950-06-23,19.14,-5.38,-0.10,5.00,6.00
1950-06-26,18.11,-1.10,-5.38,1.00,6.00
1950-06-27,17.91,1.12,-1.10,2.00,6.00
1950-06-28,18.11,-3.70,1.12,3.00,6.00
1950-06-29,17.44,1.43,-3.70,4.00,6.00
1950-06-30,17.69,-0.28,1.43,5.00,6.00
1950-07-03,17.64,0.96,-0.28,1.00,7.00
1950-07-05,17.81,0.56,0.96,3.00,7.00
1950-07-06,17.91,-1.34,0.56,4.00,7.00
1950-07-07,17.67,-0.45,-1.34,5.00,7.00
1950-07-10,17.59,-1.53,-0.45,1.00,7.00
1950-07-11,17.32,-2.60,-1.53,2.00,7.00
1950-07-12,16.87,-1.07,-2.60,3.00,7.00
1950-07-13,16.69,1.08,-1.07,4.00,7.00
1950-07-14,16.87,-1.13,1.08,5.00,7.00
1950-07-17,16.68,2.28,-1.13,1.00,7.00
1950-07-18,17.06,1.76,2.28,2.00,7.00
1950-07-19,17.36,1.44,1.76,3.00,7.00
1950-07-20,17.61,-0.11,1.44,4.00,7.00
1950-07-21,17.59,-0.63,-0.11,5.00,7.00
1950-07-24,17.48,-1.43,-0.63,1.00,7.00
1950-07-25,17.23,0.23,-1.43,2.00,7.00
1950-07-26,17.27,1.33,0.23,3.00,7.00
1950-07-27,17.50,1.09,1.33,4.00,7.00
1950-07-28,17.69,0.85,1.09,5.00,7.00
1950-07-31,17.84,1.01,0.85,1.00,7.00
1950-08-01,18.02,-0.39,1.01,2.00,8.00
1950-08-02,17.95,0.22,-0.39,3.00,8.00
1950-08-03,17.99,0.83,0.22,4.00,8.00
1950-08-04,18.14,1.49,0.83,5.00,8.00
1950-08-07,18.41,0.27,1.49,1.00,8.00
1950-08-08,18.46,0.81,0.27,2.00,8.00
1950-08-09,18.61,-0.70,0.81,3.00,8.00
1950-08-10,18.48,-1.08,-0.70,4.00,8.00
1950-08-11,18.28,0.05,-1.08,5.00,8.00
1950-08-14,18.29,0.16,0.05,1.00,8.00
1950-08-15,18.32,0.11,0.16,2.00,8.00
1950-08-16,18.34,1.09,0.11,3.00,8.00
1950-08-17,18.54,0.76,1.09,4.00,8.00
1950-08-18,18.68,0.11,0.76,5.00,8.00
1950-08-21,18.70,-0.11,0.11,1.00,8.00
1950-08-22,18.68,0.75,-0.11,2.00,8.00
1950-08-23,18.82,-0.16,0.75,3.00,8.00
1950-08-24,18.79,-1.33,-0.16,4.00,8.00
1950-08-25,18.54,-0.05,-1.33,5.00,8.00
1950-08-28,18.53,0.05,-0.05,1.00,8.00
1950-08-29,18.54,-0.59,0.05,2.00,8.00
1950-08-30,18.43,-0.05,-0.59,3.00,8.00
1950-08-31,18.42,0.71,-0.05,4.00,8.00
1950-09-01,18.55,0.70,0.71,5.00,9.00
1950-09-05,18.68,-0.75,0.70,2.00,9.00
1950-09-06,18.54,0.27,-0.75,3.00,9.00
1950-09-07,18.59,0.86,0.27,4.00,9.00
1950-09-08,18.75,-0.75,0.86,5.00,9.00
1950-09-11,18.61,1.40,-0.75,1.00,9.00
1950-09-12,18.87,1.17,1.40,2.00,9.00
1950-09-13,19.09,0.47,1.17,3.00,9.00
1950-09-14,19.18,0.57,0.47,4.00,9.00
1950-09-15,19.29,0.41,0.57,5.00,9.00
1950-09-18,19.37,-0.31,0.41,1.00,9.00
1950-09-19,19.31,-0.52,-0.31,2.00,9.00
1950-09-20,19.21,0.83,-0.52,3.00,9.00
1950-09-21,19.37,0.36,0.83,4.00,9.00
1950-09-22,19.44,-0.10,0.36,5.00,9.00
1950-09-25,19.42,-1.44,-0.10,1.00,9.00
1950-09-26,19.14,1.41,-1.44,2.00,9.00
1950-09-27,19.41,0.05,1.41,3.00,9.00
1950-09-28,19.42,0.15,0.05,4.00,9.00
1950-09-29,19.45,1.23,0.15,5.00,9.00
1950-10-02,19.69,-0.15,1.23,1.00,10.00
1950-10-03,19.66,1.73,-0.15,2.00,10.00
1950-10-04,20.00,-0.55,1.73,3.00,10.00
1950-10-05,19.89,1.16,-0.55,4.00,10.00
1950-10-06,20.12,-0.60,1.16,5.00,10.00
1950-10-09,20.00,-1.10,-0.60,1.00,10.00
1950-10-10,19.78,0.40,-1.10,2.00,10.00
1950-10-11,19.86,-0.05,0.40,3.00,10.00
1950-10-13,19.85,-0.71,-0.05,5.00,10.00
1950-10-16,19.71,0.91,-0.71,1.00,10.00
1950-10-17,19.89,0.60,0.91,2.00,10.00
1950-10-18,20.01,0.05,0.60,3.00,10.00
1950-10-19,20.02,-0.30,0.05,4.00,10.00
1950-10-20,19.96,0.00,-0.30,5.00,10.00
1950-10-23,19.96,0.60,0.00,1.00,10.00
1950-10-24,20.08,-0.15,0.60,2.00,10.00
1950-10-25,20.05,-2.19,-0.15,3.00,10.00
1950-10-26,19.61,0.82,-2.19,4.00,10.00
1950-10-27,19.77,-0.81,0.82,5.00,10.00
1950-10-30,19.61,-0.41,-0.81,1.00,10.00
1950-10-31,19.53,0.15,-0.41,2.00,10.00
1950-11-01,19.56,0.87,0.15,3.00,11.00
1950-11-02,19.73,0.61,0.87,4.00,11.00
1950-11-03,19.85,-2.47,0.61,5.00,11.00
1950-11-06,19.36,1.03,-2.47,1.00,11.00
1950-11-08,19.56,1.18,1.03,3.00,11.00
1950-11-09,19.79,0.76,1.18,4.00,11.00
1950-11-10,19.94,0.35,0.76,5.00,11.00
1950-11-13,20.01,-0.75,0.35,1.00,11.00
1950-11-14,19.86,-0.20,-0.75,2.00,11.00
1950-11-15,19.82,-0.50,-0.20,3.00,11.00
1950-11-16,19.72,0.71,-0.50,4.00,11.00
1950-11-17,19.86,0.35,0.71,5.00,11.00
1950-11-20,19.93,-0.25,0.35,1.00,11.00
1950-11-21,19.88,1.41,-0.25,2.00,11.00
1950-11-22,20.16,0.79,1.41,3.00,11.00
1950-11-24,20.32,-0.69,0.79,5.00,11.00
1950-11-27,20.18,-3.07,-0.69,1.00,11.00
1950-11-28,19.56,-0.97,-3.07,2.00,11.00
1950-11-29,19.37,0.72,-0.97,3.00,11.00
1950-11-30,19.51,0.77,0.72,4.00,11.00
1950-12-01,19.66,-3.36,0.77,5.00,12.00
1950-12-04,19.00,1.63,-3.36,1.00,12.00
1950-12-05,19.31,0.73,1.63,2.00,12.00
1950-12-06,19.45,-0.26,0.73,3.00,12.00
1950-12-07,19.40,0.00,-0.26,4.00,12.00
1950-12-08,19.40,1.65,0.00,5.00,12.00
1950-12-11,19.72,-0.20,1.65,1.00,12.00
1950-12-12,19.68,-0.05,-0.20,2.00,12.00
1950-12-13,19.67,-1.22,-0.05,3.00,12.00
1950-12-14,19.43,-0.51,-1.22,4.00,12.00
1950-12-15,19.33,2.69,-0.51,5.00,12.00
1950-12-18,19.85,0.55,2.69,1.00,12.00
1950-12-19,19.96,0.05,0.55,2.00,12.00
1950-12-20,19.97,0.05,0.05,3.00,12.00
1950-12-21,19.98,0.45,0.05,4.00,12.00
1950-12-22,20.07,-0.75,0.45,5.00,12.00
1950-12-26,19.92,1.91,-0.75,2.00,12.00
1950-12-27,20.30,0.39,1.91,3.00,12.00
1950-12-28,20.38,0.25,0.39,4.00,12.00
1950-12-29,20.43,1.66,0.25,5.00,12.00
1951-01-02,20.77,-0.39,1.66,2.00,1.00
1951-01-03,20.69,0.87,-0.39,3.00,1.00
1951-01-04,20.87,0.00,0.87,4.00,1.00
1951-01-05,20.87,0.62,0.00,5.00,1.00
1951-01-08,21.00,0.57,0.62,1.00,1.00
1951-01-09,21.12,-1.28,0.57,2.00,1.00
1951-01-10,20.85,1.63,-1.28,3.00,1.00
1951-01-11,21.19,-0.38,1.63,4.00,1.00
1951-01-12,21.11,0.90,-0.38,5.00,1.00
1951-01-15,21.30,0.75,0.90,1.00,1.00
1951-01-16,21.46,0.42,0.75,2.00,1.00
1951-01-17,21.55,-0.70,0.42,3.00,1.00
1951-01-18,21.40,-0.19,-0.70,4.00,1.00
1951-01-19,21.36,-0.84,-0.19,5.00,1.00
1951-01-22,21.18,0.38,-0.84,1.00,1.00
1951-01-23,21.26,-0.47,0.38,2.00,1.00
1951-01-24,21.16,-0.61,-0.47,3.00,1.00
1951-01-25,21.03,1.09,-0.61,4.00,1.00
1951-01-26,21.26,1.93,1.09,5.00,1.00
1951-01-29,21.67,0.32,1.93,1.00,1.00
1951-01-30,21.74,-0.37,0.32,2.00,1.00
1951-01-31,21.66,0.51,-0.37,3.00,1.00
1951-02-01,21.77,0.87,0.51,4.00,2.00
1951-02-02,21.96,1.09,0.87,5.00,2.00
1951-02-05,22.20,-0.36,1.09,1.00,2.00
1951-02-06,22.12,-0.59,-0.36,2.00,2.00
1951-02-07,21.99,0.45,-0.59,3.00,2.00
1951-02-08,22.09,0.36,0.45,4.00,2.00
1951-02-09,22.17,0.05,0.36,5.00,2.00
1951-02-13,22.18,-0.27,0.05,2.00,2.00
1951-02-14,22.12,-0.54,-0.27,3.00,2.00
1951-02-15,22.00,0.59,-0.54,4.00,2.00
1951-02-16,22.13,-1.36,0.59,5.00,2.00
1951-02-19,21.83,-0.18,-1.36,1.00,2.00
1951-02-20,21.79,0.32,-0.18,2.00,2.00
1951-02-21,21.86,0.27,0.32,3.00,2.00
1951-02-23,21.92,0.05,0.27,5.00,2.00
1951-02-26,21.93,-0.78,0.05,1.00,2.00
1951-02-27,21.76,0.18,-0.78,2.00,2.00
1951-02-28,21.80,0.23,0.18,3.00,2.00
1951-03-01,21.85,0.37,0.23,4.00,3.00
1951-03-02,21.93,-0.64,0.37,5.00,3.00
1951-03-05,21.79,0.00,-0.64,1.00,3.00
1951-03-06,21.79,0.32,0.00,2.00,3.00
1951-03-07,21.86,0.41,0.32,3.00,3.00
1951-03-08,21.95,0.00,0.41,4.00,3.00
1951-03-09,21.95,-1.14,0.00,5.00,3.00
1951-03-12,21.70,-1.34,-1.14,1.00,3.00
1951-03-13,21.41,-0.75,-1.34,2.00,3.00
1951-03-14,21.25,0.19,-0.75,3.00,3.00
1951-03-15,21.29,1.64,0.19,4.00,3.00
1951-03-16,21.64,-0.37,1.64,5.00,3.00
1951-03-19,21.56,-0.19,-0.37,1.00,3.00
1951-03-20,21.52,0.56,-0.19,2.00,3.00
1951-03-21,21.64,0.42,0.56,3.00,3.00
1951-03-22,21.73,-0.92,0.42,4.00,3.00
1951-03-26,21.53,-0.09,-0.92,1.00,3.00
1951-03-27,21.51,-1.16,-0.09,2.00,3.00
1951-03-28,21.26,0.33,-1.16,3.00,3.00
1951-03-29,21.33,0.70,0.33,4.00,3.00
1951-03-30,21.48,-0.74,0.70,5.00,3.00
1951-04-02,21.32,-0.28,-0.74,1.00,4.00
1951-04-03,21.26,0.66,-0.28,2.00,4.00
1951-04-04,21.40,1.36,0.66,3.00,4.00
1951-04-05,21.69,0.14,1.36,4.00,4.00
1951-04-06,21.72,-0.18,0.14,5.00,4.00
1951-04-09,21.68,-0.14,-0.18,1.00,4.00
1951-04-10,21.65,-0.05,-0.14,2.00,4.00
1951-04-11,21.64,0.88,-0.05,3.00,4.00
1951-04-12,21.83,1.19,0.88,4.00,4.00
1951-04-13,22.09,-0.23,1.19,5.00,4.00
1951-04-16,22.04,0.23,-0.23,1.00,4.00
1951-04-17,22.09,0.18,0.23,2.00,4.00
1951-04-18,22.13,-0.41,0.18,3.00,4.00
1951-04-19,22.04,0.00,-0.41,4.00,4.00
1951-04-20,22.04,0.05,0.00,5.00,4.00
1951-04-23,22.05,-0.41,0.05,1.00,4.00
1951-04-24,21.96,0.05,-0.41,2.00,4.00
1951-04-25,21.97,0.86,0.05,3.00,4.00
1951-04-26,22.16,1.04,0.86,4.00,4.00
1951-04-27,22.39,0.18,1.04,5.00,4.00
1951-04-30,22.43,0.45,0.18,1.00,4.00
1951-05-01,22.53,0.40,0.45,2.00,5.00
1951-05-02,22.62,0.84,0.40,3.00,5.00
1951-05-03,22.81,-0.18,0.84,4.00,5.00
1951-05-04,22.77,-0.61,-0.18,5.00,5.00
1951-05-07,22.63,-0.09,-0.61,1.00,5.00
1951-05-08,22.61,0.13,-0.09,2.00,5.00
1951-05-09,22.64,-0.57,0.13,3.00,5.00
1951-05-10,22.51,-0.80,-0.57,4.00,5.00
1951-05-11,22.33,-0.67,-0.80,5.00,5.00
1951-05-14,22.18,-1.89,-0.67,1.00,5.00
1951-05-15,21.76,-0.32,-1.89,2.00,5.00
1951-05-16,21.69,1.01,-0.32,3.00,5.00
1951-05-17,21.91,-1.83,1.01,4.00,5.00
1951-05-18,21.51,-0.23,-1.83,5.00,5.00
1951-05-21,21.46,-0.47,-0.23,1.00,5.00
1951-05-22,21.36,-0.94,-0.47,2.00,5.00
1951-05-23,21.16,-0.52,-0.94,3.00,5.00
1951-05-24,21.05,-0.10,-0.52,4.00,5.00
1951-05-25,21.03,0.86,-0.10,5.00,5.00
1951-05-28,21.21,0.66,0.86,1.00,5.00
1951-05-29,21.35,0.80,0.66,2.00,5.00
1951-05-31,21.52,-0.19,0.80,4.00,5.00
1951-06-01,21.48,-1.12,-0.19,5.00,6.00
1951-06-04,21.24,0.42,-1.12,1.00,6.00
1951-06-05,21.33,0.70,0.42,2.00,6.00
1951-06-06,21.48,0.37,0.70,3.00,6.00
1951-06-07,21.56,-0.32,0.37,4.00,6.00
1951-06-08,21.49,0.56,-0.32,5.00,6.00
1951-06-11,21.61,-0.42,0.56,1.00,6.00
1951-06-12,21.52,0.14,-0.42,2.00,6.00
1951-06-13,21.55,1.35,0.14,3.00,6.00
1951-06-14,21.84,0.92,1.35,4.00,6.00
1951-06-15,22.04,0.05,0.92,5.00,6.00
1951-06-18,22.05,-0.14,0.05,1.00,6.00
1951-06-19,22.02,-0.50,-0.14,2.00,6.00
1951-06-20,21.91,-0.59,-0.50,3.00,6.00
1951-06-21,21.78,-1.06,-0.59,4.00,6.00
1951-06-22,21.55,-1.21,-1.06,5.00,6.00
1951-06-25,21.29,0.05,-1.21,1.00,6.00
1951-06-26,21.30,0.33,0.05,2.00,6.00
1951-06-27,21.37,-1.26,0.33,3.00,6.00
1951-06-28,21.10,-0.66,-1.26,4.00,6.00
1951-06-29,20.96,0.67,-0.66,5.00,6.00
1951-07-02,21.10,0.62,0.67,1.00,7.00
1951-07-03,21.23,1.93,0.62,2.00,7.00
1951-07-05,21.64,0.00,1.93,4.00,7.00
1951-07-06,21.64,0.42,0.00,5.00,7.00
1951-07-09,21.73,-0.46,0.42,1.00,7.00
1951-07-10,21.63,0.23,-0.46,2.00,7.00
1951-07-11,21.68,0.55,0.23,3.00,7.00
1951-07-12,21.80,0.83,0.55,4.00,7.00
1951-07-13,21.98,-1.14,0.83,5.00,7.00
1951-07-16,21.73,0.87,-1.14,1.00,7.00
1951-07-17,21.92,-0.18,0.87,2.00,7.00
1951-07-18,21.88,-0.18,-0.18,3.00,7.00
1951-07-19,21.84,0.18,-0.18,4.00,7.00
1951-07-20,21.88,1.01,0.18,5.00,7.00
1951-07-23,22.10,1.54,1.01,1.00,7.00
1951-07-24,22.44,-0.53,1.54,2.00,7.00
1951-07-25,22.32,0.67,-0.53,3.00,7.00
1951-07-26,22.47,0.27,0.67,4.00,7.00
1951-07-27,22.53,0.44,0.27,5.00,7.00
1951-07-30,22.63,-1.02,0.44,1.00,7.00
1951-07-31,22.40,0.49,-1.02,2.00,7.00
1951-08-01,22.51,1.38,0.49,3.00,8.00
1951-08-02,22.82,0.13,1.38,4.00,8.00
1951-08-03,22.85,0.70,0.13,5.00,8.00
1951-08-06,23.01,0.09,0.70,1.00,8.00
1951-08-07,23.03,-0.43,0.09,2.00,8.00
1951-08-08,22.93,-0.39,-0.43,3.00,8.00
1951-08-09,22.84,-0.22,-0.39,4.00,8.00
1951-08-10,22.79,0.04,-0.22,5.00,8.00
1951-08-13,22.80,-0.44,0.04,1.00,8.00
1951-08-14,22.70,0.40,-0.44,2.00,8.00
1951-08-15,22.79,0.35,0.40,3.00,8.00
1951-08-16,22.87,0.31,0.35,4.00,8.00
1951-08-17,22.94,-0.04,0.31,5.00,8.00
1951-08-20,22.93,-0.44,-0.04,1.00,8.00
1951-08-21,22.83,-0.35,-0.44,2.00,8.00
1951-08-22,22.75,0.66,-0.35,3.00,8.00
1951-08-23,22.90,-0.09,0.66,4.00,8.00
1951-08-24,22.88,-0.13,-0.09,5.00,8.00
1951-08-27,22.85,0.22,-0.13,1.00,8.00
1951-08-28,22.90,0.79,0.22,2.00,8.00
1951-08-29,23.08,0.69,0.79,3.00,8.00
1951-08-30,23.24,0.17,0.69,4.00,8.00
1951-08-31,23.28,0.00,0.17,5.00,8.00
1951-09-04,23.28,0.60,0.00,2.00,9.00
1951-09-05,23.42,0.21,0.60,3.00,9.00
1951-09-06,23.47,0.26,0.21,4.00,9.00
1951-09-07,23.53,0.38,0.26,5.00,9.00
1951-09-10,23.62,-0.51,0.38,1.00,9.00
1951-09-11,23.50,0.43,-0.51,2.00,9.00
1951-09-12,23.60,0.47,0.43,3.00,9.00
1951-09-13,23.71,-0.08,0.47,4.00,9.00
1951-09-14,23.69,-0.30,-0.08,5.00,9.00
1951-09-17,23.62,-0.13,-0.30,1.00,9.00
1951-09-18,23.59,0.00,-0.13,2.00,9.00
1951-09-19,23.59,-0.08,0.00,3.00,9.00
1951-09-20,23.57,-0.72,-0.08,4.00,9.00
1951-09-21,23.40,-0.43,-0.72,5.00,9.00
1951-09-24,23.30,0.34,-0.43,1.00,9.00
1951-09-25,23.38,0.09,0.34,2.00,9.00
1951-09-26,23.40,-0.56,0.09,3.00,9.00
1951-09-27,23.27,-0.04,-0.56,4.00,9.00
1951-09-28,23.26,0.90,-0.04,5.00,9.00
1951-10-01,23.47,0.72,0.90,1.00,10.00
1951-10-02,23.64,0.63,0.72,2.00,10.00
1951-10-03,23.79,-0.29,0.63,3.00,10.00
1951-10-04,23.72,0.25,-0.29,4.00,10.00
1951-10-05,23.78,-0.13,0.25,5.00,10.00
1951-10-08,23.75,-0.42,-0.13,1.00,10.00
1951-10-09,23.65,-0.17,-0.42,2.00,10.00
1951-10-10,23.61,0.38,-0.17,3.00,10.00
1951-10-11,23.70,0.63,0.38,4.00,10.00
1951-10-15,23.85,-0.34,0.63,1.00,10.00
1951-10-16,23.77,-0.34,-0.34,2.00,10.00
1951-10-17,23.69,-0.08,-0.34,3.00,10.00
1951-10-18,23.67,-1.48,-0.08,4.00,10.00
1951-10-19,23.32,-2.44,-1.48,5.00,10.00
1951-10-22,22.75,0.40,-2.44,1.00,10.00
1951-10-23,22.84,0.83,0.40,2.00,10.00
1951-10-24,23.03,-0.30,0.83,3.00,10.00
1951-10-25,22.96,-0.65,-0.30,4.00,10.00
1951-10-26,22.81,-0.53,-0.65,5.00,10.00
1951-10-29,22.69,-0.13,-0.53,1.00,10.00
1951-10-30,22.66,1.24,-0.13,2.00,10.00
1951-10-31,22.94,0.70,1.24,3.00,10.00
1951-11-01,23.10,-0.74,0.70,4.00,11.00
1951-11-02,22.93,-0.48,-0.74,5.00,11.00
1951-11-05,22.82,-1.45,-0.48,1.00,11.00
1951-11-07,22.49,-0.09,-1.45,3.00,11.00
1951-11-08,22.47,1.25,-0.09,4.00,11.00
1951-11-09,22.75,0.18,1.25,5.00,11.00
1951-11-13,22.79,0.26,0.18,2.00,11.00
1951-11-14,22.85,-0.04,0.26,3.00,11.00
1951-11-15,22.84,-0.09,-0.04,4.00,11.00
1951-11-16,22.82,-0.39,-0.09,5.00,11.00
1951-11-19,22.73,-0.22,-0.39,1.00,11.00
1951-11-20,22.68,-0.18,-0.22,2.00,11.00
1951-11-21,22.64,-1.06,-0.18,3.00,11.00
1951-11-23,22.40,0.13,-1.06,5.00,11.00
1951-11-26,22.43,1.03,0.13,1.00,11.00
1951-11-27,22.66,-0.22,1.03,2.00,11.00
1951-11-28,22.61,0.27,-0.22,3.00,11.00
1951-11-29,22.67,0.93,0.27,4.00,11.00
1951-11-30,22.88,0.57,0.93,5.00,11.00
1951-12-03,23.01,0.56,0.57,1.00,12.00
1951-12-04,23.14,-0.30,0.56,2.00,12.00
1951-12-05,23.07,1.17,-0.30,3.00,12.00
1951-12-06,23.34,0.17,1.17,4.00,12.00
1951-12-07,23.38,0.17,0.17,5.00,12.00
1951-12-10,23.42,-0.51,0.17,1.00,12.00
1951-12-11,23.30,0.30,-0.51,2.00,12.00
1951-12-12,23.37,0.09,0.30,3.00,12.00
1951-12-13,23.39,-0.09,0.09,4.00,12.00
1951-12-14,23.37,0.17,-0.09,5.00,12.00
1951-12-17,23.41,0.34,0.17,1.00,12.00
1951-12-18,23.49,0.34,0.34,2.00,12.00
1951-12-19,23.57,0.00,0.34,3.00,12.00
1951-12-20,23.57,-0.25,0.00,4.00,12.00
1951-12-21,23.51,0.13,-0.25,5.00,12.00
1951-12-24,23.54,-0.42,0.13,1.00,12.00
1951-12-26,23.44,0.90,-0.42,3.00,12.00
1951-12-27,23.65,0.17,0.90,4.00,12.00
1951-12-28,23.69,0.34,0.17,5.00,12.00
1951-12-31,23.77,0.13,0.34,1.00,12.00
1952-01-02,23.80,0.34,0.13,3.00,1.00
1952-01-03,23.88,0.17,0.34,4.00,1.00
1952-01-04,23.92,-0.04,0.17,5.00,1.00
1952-01-07,23.91,-0.38,-0.04,1.00,1.00
