cdate,cp,pctlead,pctlag1,dow,moy
1962-11-08,58.32,0.79,-0.66,4.00,11.00
1962-11-09,58.78,1.38,0.79,5.00,11.00
1962-11-12,59.59,-0.22,1.38,1.00,11.00
1962-11-13,59.46,1.18,-0.22,2.00,11.00
1962-11-14,60.16,-0.32,1.18,3.00,11.00
1962-11-15,59.97,0.32,-0.32,4.00,11.00
1962-11-16,60.16,-0.57,0.32,5.00,11.00
1962-11-19,59.82,1.05,-0.57,1.00,11.00
1962-11-20,60.45,0.60,1.05,2.00,11.00
1962-11-21,60.81,1.20,0.60,3.00,11.00
1962-11-23,61.54,-0.29,1.20,5.00,11.00
1962-11-26,61.36,0.60,-0.29,1.00,11.00
1962-11-27,61.73,0.63,0.60,2.00,11.00
1962-11-28,62.12,0.47,0.63,3.00,11.00
1962-11-29,62.41,-0.24,0.47,4.00,11.00
1962-11-30,62.26,-0.51,-0.24,5.00,11.00
1962-12-03,61.94,1.13,-0.51,1.00,12.00
1962-12-04,62.64,-0.40,1.13,2.00,12.00
1962-12-05,62.39,0.87,-0.40,3.00,12.00
1962-12-06,62.93,0.21,0.87,4.00,12.00
1962-12-07,63.06,-1.25,0.21,5.00,12.00
1962-12-10,62.27,0.08,-1.25,1.00,12.00
1962-12-11,62.32,0.50,0.08,2.00,12.00
1962-12-12,62.63,-0.34,0.50,3.00,12.00
1962-12-13,62.42,0.24,-0.34,4.00,12.00
1962-12-14,62.57,-0.32,0.24,5.00,12.00
1962-12-17,62.37,-0.48,-0.32,1.00,12.00
1962-12-18,62.07,0.82,-0.48,2.00,12.00
1962-12-19,62.58,0.38,0.82,3.00,12.00
1962-12-20,62.82,-0.29,0.38,4.00,12.00
1962-12-21,62.64,-0.02,-0.29,5.00,12.00
1962-12-24,62.63,0.62,-0.02,1.00,12.00
1962-12-26,63.02,-0.14,0.62,3.00,12.00
1962-12-27,62.93,0.05,-0.14,4.00,12.00
1962-12-28,62.96,0.22,0.05,5.00,12.00
1962-12-31,63.10,-0.65,0.22,1.00,12.00
1963-01-02,62.69,1.64,-0.65,3.00,1.00
1963-01-03,63.72,0.64,1.64,4.00,1.00
1963-01-04,64.13,-0.02,0.64,5.00,1.00
1963-01-07,64.12,0.97,-0.02,1.00,1.00
1963-01-08,64.74,-0.23,0.97,2.00,1.00
1963-01-09,64.59,0.19,-0.23,3.00,1.00
1963-01-10,64.71,0.22,0.19,4.00,1.00
1963-01-11,64.85,0.54,0.22,5.00,1.00
1963-01-14,65.20,-0.14,0.54,1.00,1.00
1963-01-15,65.11,-0.68,-0.14,2.00,1.00
1963-01-16,64.67,0.71,-0.68,3.00,1.00
1963-01-17,65.13,0.08,0.71,4.00,1.00
1963-01-18,65.18,0.15,0.08,5.00,1.00
1963-01-21,65.28,0.25,0.15,1.00,1.00
1963-01-22,65.44,0.28,0.25,2.00,1.00
1963-01-23,65.62,0.20,0.28,3.00,1.00
1963-01-24,65.75,0.26,0.20,4.00,1.00
1963-01-25,65.92,0.49,0.26,5.00,1.00
1963-01-28,66.24,-0.02,0.49,1.00,1.00
1963-01-29,66.23,-0.57,-0.02,2.00,1.00
1963-01-30,65.85,0.53,-0.57,3.00,1.00
1963-01-31,66.20,0.17,0.53,4.00,1.00
1963-02-01,66.31,-0.21,0.17,5.00,2.00
1963-02-04,66.17,-0.09,-0.21,1.00,2.00
1963-02-05,66.11,0.44,-0.09,2.00,2.00
1963-02-06,66.40,-0.35,0.44,3.00,2.00
1963-02-07,66.17,0.00,-0.35,4.00,2.00
1963-02-08,66.17,-0.62,0.00,5.00,2.00
1963-02-11,65.76,0.11,-0.62,1.00,2.00
1963-02-12,65.83,0.49,0.11,2.00,2.00
1963-02-13,66.15,0.30,0.49,3.00,2.00
1963-02-14,66.35,0.09,0.30,4.00,2.00
1963-02-15,66.41,0.17,0.09,5.00,2.00
1963-02-18,66.52,-0.48,0.17,1.00,2.00
1963-02-19,66.20,-0.56,-0.48,2.00,2.00
1963-02-20,65.83,0.14,-0.56,3.00,2.00
1963-02-21,65.92,-0.70,0.14,4.00,2.00
1963-02-25,65.46,0.02,-0.70,1.00,2.00
1963-02-26,65.47,-0.70,0.02,2.00,2.00
1963-02-27,65.01,-1.11,-0.70,3.00,2.00
1963-02-28,64.29,-0.30,-1.11,4.00,2.00
1963-03-01,64.10,0.97,-0.30,5.00,3.00
1963-03-04,64.72,0.03,0.97,1.00,3.00
1963-03-05,64.74,0.17,0.03,2.00,3.00
1963-03-06,64.85,0.63,0.17,3.00,3.00
1963-03-07,65.26,0.11,0.63,4.00,3.00
1963-03-08,65.33,0.28,0.11,5.00,3.00
1963-03-11,65.51,0.24,0.28,1.00,3.00
1963-03-12,65.67,0.37,0.24,2.00,3.00
1963-03-13,65.91,-0.47,0.37,3.00,3.00
1963-03-14,65.60,0.50,-0.47,4.00,3.00
1963-03-15,65.93,-0.49,0.50,5.00,3.00
1963-03-18,65.61,-0.21,-0.49,1.00,3.00
1963-03-19,65.47,0.73,-0.21,2.00,3.00
1963-03-20,65.95,-0.15,0.73,3.00,3.00
1963-03-21,65.85,0.52,-0.15,4.00,3.00
1963-03-22,66.19,0.03,0.52,5.00,3.00
1963-03-25,66.21,0.29,0.03,1.00,3.00
1963-03-26,66.40,0.42,0.29,2.00,3.00
1963-03-27,66.68,-0.15,0.42,3.00,3.00
1963-03-28,66.58,-0.02,-0.15,4.00,3.00
1963-03-29,66.57,0.42,-0.02,5.00,3.00
1963-04-01,66.85,-0.01,0.42,1.00,4.00
1963-04-02,66.84,0.78,-0.01,2.00,4.00
1963-04-03,67.36,0.73,0.78,3.00,4.00
1963-04-04,67.85,0.63,0.73,4.00,4.00
1963-04-05,68.28,0.35,0.63,5.00,4.00
1963-04-08,68.52,-0.10,0.35,1.00,4.00
1963-04-09,68.45,-0.23,-0.10,2.00,4.00
1963-04-10,68.29,0.70,-0.23,3.00,4.00
1963-04-11,68.77,0.47,0.70,4.00,4.00
1963-04-15,69.09,0.07,0.47,1.00,4.00
1963-04-16,69.14,-0.32,0.07,2.00,4.00
1963-04-17,68.92,-0.04,-0.32,3.00,4.00
1963-04-18,68.89,0.49,-0.04,4.00,4.00
1963-04-19,69.23,0.10,0.49,5.00,4.00
1963-04-22,69.30,0.33,0.10,1.00,4.00
1963-04-23,69.53,0.27,0.33,2.00,4.00
1963-04-24,69.72,0.06,0.27,3.00,4.00
1963-04-25,69.76,-0.09,0.06,4.00,4.00
1963-04-26,69.70,-0.07,-0.09,5.00,4.00
1963-04-29,69.65,0.22,-0.07,1.00,4.00
1963-04-30,69.80,0.24,0.22,2.00,4.00
1963-05-01,69.97,0.29,0.24,3.00,5.00
1963-05-02,70.17,-0.20,0.29,4.00,5.00
1963-05-03,70.03,-0.71,-0.20,5.00,5.00
1963-05-06,69.53,-0.13,-0.71,1.00,5.00
1963-05-07,69.44,0.82,-0.13,2.00,5.00
1963-05-08,70.01,0.49,0.82,3.00,5.00
1963-05-09,70.35,0.24,0.49,4.00,5.00
1963-05-10,70.52,-0.06,0.24,5.00,5.00
1963-05-13,70.48,-0.38,-0.06,1.00,5.00
1963-05-14,70.21,0.31,-0.38,2.00,5.00
1963-05-15,70.43,-0.26,0.31,3.00,5.00
1963-05-16,70.25,0.06,-0.26,4.00,5.00
1963-05-17,70.29,-0.47,0.06,5.00,5.00
1963-05-20,69.96,0.26,-0.47,1.00,5.00
1963-05-21,70.14,0.00,0.26,2.00,5.00
1963-05-22,70.14,-0.06,0.00,3.00,5.00
1963-05-23,70.10,-0.11,-0.06,4.00,5.00
1963-05-24,70.02,-0.21,-0.11,5.00,5.00
1963-05-27,69.87,0.20,-0.21,1.00,5.00
1963-05-28,70.01,0.46,0.20,2.00,5.00
1963-05-29,70.33,0.67,0.46,3.00,5.00
1963-05-31,70.80,-0.16,0.67,5.00,5.00
1963-06-03,70.69,0.01,-0.16,1.00,6.00
1963-06-04,70.70,-0.24,0.01,2.00,6.00
1963-06-05,70.53,0.07,-0.24,3.00,6.00
1963-06-06,70.58,-0.24,0.07,4.00,6.00
1963-06-07,70.41,-0.67,-0.24,5.00,6.00
1963-06-10,69.94,0.13,-0.67,1.00,6.00
1963-06-11,70.03,0.54,0.13,2.00,6.00
1963-06-12,70.41,-0.26,0.54,3.00,6.00
1963-06-13,70.23,0.03,-0.26,4.00,6.00
1963-06-14,70.25,-0.43,0.03,5.00,6.00
1963-06-17,69.95,0.10,-0.43,1.00,6.00
1963-06-18,70.02,0.10,0.10,2.00,6.00
1963-06-19,70.09,-0.11,0.10,3.00,6.00
1963-06-20,70.01,0.34,-0.11,4.00,6.00
1963-06-21,70.25,-0.07,0.34,5.00,6.00
1963-06-24,70.20,-0.23,-0.07,1.00,6.00
1963-06-25,70.04,-0.90,-0.23,2.00,6.00
1963-06-26,69.41,-0.49,-0.90,3.00,6.00
1963-06-27,69.07,0.43,-0.49,4.00,6.00
1963-06-28,69.37,-0.74,0.43,5.00,6.00
1963-07-01,68.86,0.87,-0.74,1.00,7.00
1963-07-02,69.46,0.69,0.87,2.00,7.00
1963-07-03,69.94,0.40,0.69,3.00,7.00
1963-07-05,70.22,-0.68,0.40,5.00,7.00
1963-07-08,69.74,0.43,-0.68,1.00,7.00
1963-07-09,70.04,-0.21,0.43,2.00,7.00
1963-07-10,69.89,-0.19,-0.21,3.00,7.00
1963-07-11,69.76,-0.17,-0.19,4.00,7.00
1963-07-12,69.64,-0.63,-0.17,5.00,7.00
1963-07-15,69.20,-0.09,-0.63,1.00,7.00
1963-07-16,69.14,-0.30,-0.09,2.00,7.00
1963-07-17,68.93,-0.64,-0.30,3.00,7.00
1963-07-18,68.49,-0.20,-0.64,4.00,7.00
1963-07-19,68.35,-0.66,-0.20,5.00,7.00
1963-07-22,67.90,0.01,-0.66,1.00,7.00
1963-07-23,67.91,0.54,0.01,2.00,7.00
1963-07-24,68.28,-0.03,0.54,3.00,7.00
1963-07-25,68.26,0.41,-0.03,4.00,7.00
1963-07-26,68.54,0.19,0.41,5.00,7.00
1963-07-29,68.67,0.83,0.19,1.00,7.00
1963-07-30,69.24,-0.16,0.83,2.00,7.00
1963-07-31,69.13,-0.09,-0.16,3.00,7.00
1963-08-01,69.07,0.33,-0.09,4.00,8.00
1963-08-02,69.30,0.59,0.33,5.00,8.00
1963-08-05,69.71,0.66,0.59,1.00,8.00
1963-08-06,70.17,-0.30,0.66,2.00,8.00
1963-08-07,69.96,0.09,-0.30,3.00,8.00
1963-08-08,70.02,0.66,0.09,4.00,8.00
1963-08-09,70.48,0.16,0.66,5.00,8.00
1963-08-12,70.59,0.28,0.16,1.00,8.00
1963-08-13,70.79,0.40,0.28,2.00,8.00
1963-08-14,71.07,0.44,0.40,3.00,8.00
1963-08-15,71.38,0.15,0.44,4.00,8.00
1963-08-16,71.49,-0.07,0.15,5.00,8.00
1963-08-19,71.44,-0.08,-0.07,1.00,8.00
1963-08-20,71.38,-0.13,-0.08,2.00,8.00
1963-08-21,71.29,0.35,-0.13,3.00,8.00
1963-08-22,71.54,0.31,0.35,4.00,8.00
1963-08-23,71.76,0.21,0.31,5.00,8.00
1963-08-26,71.91,-0.54,0.21,1.00,8.00
1963-08-27,71.52,0.73,-0.54,2.00,8.00
1963-08-28,72.04,0.17,0.73,3.00,8.00
1963-08-29,72.16,0.47,0.17,4.00,8.00
1963-08-30,72.50,0.22,0.47,5.00,8.00
1963-09-03,72.66,-0.03,0.22,2.00,9.00
1963-09-04,72.64,0.50,-0.03,3.00,9.00
1963-09-05,73.00,-0.22,0.50,4.00,9.00
1963-09-06,72.84,-0.36,-0.22,5.00,9.00
1963-09-09,72.58,0.56,-0.36,1.00,9.00
1963-09-10,72.99,0.29,0.56,2.00,9.00
1963-09-11,73.20,-0.07,0.29,3.00,9.00
1963-09-12,73.15,0.03,-0.07,4.00,9.00
1963-09-13,73.17,-0.14,0.03,5.00,9.00
1963-09-16,73.07,0.07,-0.14,1.00,9.00
1963-09-17,73.12,-0.44,0.07,2.00,9.00
1963-09-18,72.80,0.58,-0.44,3.00,9.00
1963-09-19,73.22,0.11,0.58,4.00,9.00
1963-09-20,73.30,-0.46,0.11,5.00,9.00
1963-09-23,72.96,0.47,-0.46,1.00,9.00
1963-09-24,73.30,-0.56,0.47,2.00,9.00
1963-09-25,72.89,-0.85,-0.56,3.00,9.00
1963-09-26,72.27,-0.19,-0.85,4.00,9.00
1963-09-27,72.13,-0.60,-0.19,5.00,9.00
1963-09-30,71.70,0.73,-0.60,1.00,9.00
1963-10-01,72.22,0.11,0.73,2.00,10.00
1963-10-02,72.30,0.73,0.11,3.00,10.00
1963-10-03,72.83,0.03,0.73,4.00,10.00
1963-10-04,72.85,-0.21,0.03,5.00,10.00
1963-10-07,72.70,-0.14,-0.21,1.00,10.00
1963-10-08,72.60,-1.01,-0.14,2.00,10.00
1963-10-09,71.87,0.46,-1.01,3.00,10.00
1963-10-10,72.20,0.10,0.46,4.00,10.00
1963-10-11,72.27,0.04,0.10,5.00,10.00
1963-10-14,72.30,0.14,0.04,1.00,10.00
1963-10-15,72.40,0.79,0.14,2.00,10.00
1963-10-16,72.97,0.40,0.79,3.00,10.00
1963-10-17,73.26,0.08,0.40,4.00,10.00
1963-10-18,73.32,0.08,0.08,5.00,10.00
1963-10-21,73.38,-0.57,0.08,1.00,10.00
1963-10-22,72.96,0.05,-0.57,2.00,10.00
1963-10-23,73.00,0.38,0.05,3.00,10.00
1963-10-24,73.28,1.00,0.38,4.00,10.00
1963-10-25,74.01,0.64,1.00,5.00,10.00
1963-10-28,74.48,-0.03,0.64,1.00,10.00
1963-10-29,74.46,-0.89,-0.03,2.00,10.00
1963-10-30,73.80,0.28,-0.89,3.00,10.00
1963-10-31,74.01,-0.24,0.28,4.00,10.00
1963-11-01,73.83,-0.51,-0.24,5.00,11.00
1963-11-04,73.45,-0.87,-0.51,1.00,11.00
1963-11-06,72.81,0.34,-0.87,3.00,11.00
1963-11-07,73.06,0.41,0.34,4.00,11.00
1963-11-08,73.36,0.22,0.41,5.00,11.00
1963-11-11,73.52,-0.39,0.22,1.00,11.00
1963-11-12,73.23,0.08,-0.39,2.00,11.00
1963-11-13,73.29,-0.46,0.08,3.00,11.00
1963-11-14,72.95,-0.82,-0.46,4.00,11.00
1963-11-15,72.35,-0.72,-0.82,5.00,11.00
1963-11-18,71.83,0.10,-0.72,1.00,11.00
1963-11-19,71.90,0.92,0.10,2.00,11.00
1963-11-20,72.56,-1.30,0.92,3.00,11.00
1963-11-21,71.62,-2.81,-1.30,4.00,11.00
1963-11-22,69.61,3.98,-2.81,5.00,11.00
1963-11-26,72.38,-0.18,3.98,2.00,11.00
1963-11-27,72.25,1.36,-0.18,3.00,11.00
1963-11-29,73.23,0.59,1.36,5.00,11.00
1963-12-02,73.66,-0.05,0.59,1.00,12.00
1963-12-03,73.62,0.24,-0.05,2.00,12.00
1963-12-04,73.80,0.65,0.24,3.00,12.00
1963-12-05,74.28,-0.38,0.65,4.00,12.00
1963-12-06,74.00,-0.05,-0.38,5.00,12.00
1963-12-09,73.96,0.04,-0.05,1.00,12.00
1963-12-10,73.99,-0.12,0.04,2.00,12.00
1963-12-11,73.90,0.01,-0.12,3.00,12.00
1963-12-12,73.91,0.20,0.01,4.00,12.00
1963-12-13,74.06,0.32,0.20,5.00,12.00
1963-12-16,74.30,0.59,0.32,1.00,12.00
1963-12-17,74.74,-0.15,0.59,2.00,12.00
1963-12-18,74.63,-0.31,-0.15,3.00,12.00
1963-12-19,74.40,-0.16,-0.31,4.00,12.00
1963-12-20,74.28,-0.63,-0.16,5.00,12.00
1963-12-23,73.81,0.22,-0.63,1.00,12.00
1963-12-24,73.97,0.47,0.22,2.00,12.00
1963-12-26,74.32,0.16,0.47,4.00,12.00
1963-12-27,74.44,0.16,0.16,5.00,12.00
1963-12-30,74.56,0.62,0.16,1.00,12.00
1963-12-31,75.02,0.55,0.62,2.00,12.00
1964-01-02,75.43,0.09,0.55,4.00,1.00
1964-01-03,75.50,0.23,0.09,5.00,1.00
1964-01-06,75.67,0.03,0.23,1.00,1.00
1964-01-07,75.69,0.41,0.03,2.00,1.00
1964-01-08,76.00,0.37,0.41,3.00,1.00
1964-01-09,76.28,-0.05,0.37,4.00,1.00
1964-01-10,76.24,-0.03,-0.05,5.00,1.00
1964-01-13,76.22,0.18,-0.03,1.00,1.00
1964-01-14,76.36,0.37,0.18,2.00,1.00
1964-01-15,76.64,-0.12,0.37,3.00,1.00
1964-01-16,76.55,0.01,-0.12,4.00,1.00
1964-01-17,76.56,-0.20,0.01,5.00,1.00
1964-01-20,76.41,0.27,-0.20,1.00,1.00
1964-01-21,76.62,0.54,0.27,2.00,1.00
1964-01-22,77.03,0.08,0.54,3.00,1.00
1964-01-23,77.09,0.03,0.08,4.00,1.00
1964-01-24,77.11,-0.04,0.03,5.00,1.00
1964-01-27,77.08,0.03,-0.04,1.00,1.00
1964-01-28,77.10,-0.61,0.03,2.00,1.00
1964-01-29,76.63,0.09,-0.61,3.00,1.00
1964-01-30,76.70,0.44,0.09,4.00,1.00
1964-01-31,77.04,-0.09,0.44,5.00,1.00
1964-02-03,76.97,-0.12,-0.09,1.00,2.00
1964-02-04,76.88,-0.17,-0.12,2.00,2.00
1964-02-05,76.75,0.23,-0.17,3.00,2.00
1964-02-06,76.93,0.32,0.23,4.00,2.00
1964-02-07,77.18,-0.17,0.32,5.00,2.00
1964-02-10,77.05,0.36,-0.17,1.00,2.00
1964-02-11,77.33,0.31,0.36,2.00,2.00
1964-02-12,77.57,-0.06,0.31,3.00,2.00
1964-02-13,77.52,-0.05,-0.06,4.00,2.00
1964-02-14,77.48,-0.03,-0.05,5.00,2.00
1964-02-17,77.46,0.01,-0.03,1.00,2.00
1964-02-18,77.47,0.10,0.01,2.00,2.00
1964-02-19,77.55,0.09,0.10,3.00,2.00
1964-02-20,77.62,0.08,0.09,4.00,2.00
1964-02-24,77.68,0.00,0.08,1.00,2.00
1964-02-25,77.68,0.24,0.00,2.00,2.00
1964-02-26,77.87,-0.32,0.24,3.00,2.00
1964-02-27,77.62,0.23,-0.32,4.00,2.00
1964-02-28,77.80,0.22,0.23,5.00,2.00
1964-03-02,77.97,0.32,0.22,1.00,3.00
1964-03-03,78.22,-0.19,0.32,2.00,3.00
1964-03-04,78.07,-0.01,-0.19,3.00,3.00
1964-03-05,78.06,0.32,-0.01,4.00,3.00
1964-03-06,78.31,0.03,0.32,5.00,3.00
1964-03-09,78.33,0.33,0.03,1.00,3.00
1964-03-10,78.59,0.46,0.33,2.00,3.00
1964-03-11,78.95,0.16,0.46,3.00,3.00
1964-03-12,79.08,0.08,0.16,4.00,3.00
1964-03-13,79.14,0.00,0.08,5.00,3.00
1964-03-16,79.14,0.23,0.00,1.00,3.00
1964-03-17,79.32,0.08,0.23,2.00,3.00
1964-03-18,79.38,-0.10,0.08,3.00,3.00
1964-03-19,79.30,-0.48,-0.10,4.00,3.00
1964-03-20,78.92,0.01,-0.48,5.00,3.00
1964-03-23,78.93,-0.18,0.01,1.00,3.00
1964-03-24,78.79,0.24,-0.18,2.00,3.00
1964-03-25,78.98,0.27,0.24,3.00,3.00
1964-03-26,79.19,-0.06,0.27,4.00,3.00
1964-03-30,79.14,-0.20,-0.06,1.00,3.00
1964-03-31,78.98,0.33,-0.20,2.00,3.00
1964-04-01,79.24,0.58,0.33,3.00,4.00
1964-04-02,79.70,0.30,0.58,4.00,4.00
1964-04-03,79.94,0.10,0.30,5.00,4.00
1964-04-06,80.02,-0.35,0.10,1.00,4.00
1964-04-07,79.74,0.01,-0.35,2.00,4.00
1964-04-08,79.75,-0.06,0.01,3.00,4.00
1964-04-09,79.70,0.19,-0.06,4.00,4.00
1964-04-10,79.85,-0.10,0.19,5.00,4.00
1964-04-13,79.77,0.28,-0.10,1.00,4.00
1964-04-14,79.99,0.13,0.28,2.00,4.00
1964-04-15,80.09,0.14,0.13,3.00,4.00
1964-04-16,80.20,0.44,0.14,4.00,4.00
1964-04-17,80.55,-0.06,0.44,5.00,4.00
1964-04-20,80.50,0.05,-0.06,1.00,4.00
1964-04-21,80.54,-0.06,0.05,2.00,4.00
1964-04-22,80.49,-0.14,-0.06,3.00,4.00
1964-04-23,80.38,-0.78,-0.14,4.00,4.00
1964-04-24,79.75,-0.50,-0.78,5.00,4.00
1964-04-27,79.35,0.69,-0.50,1.00,4.00
1964-04-28,79.90,-0.25,0.69,2.00,4.00
1964-04-29,79.70,-0.30,-0.25,3.00,4.00
1964-04-30,79.46,0.89,-0.30,4.00,4.00
1964-05-01,80.17,0.37,0.89,5.00,5.00
1964-05-04,80.47,0.51,0.37,1.00,5.00
1964-05-05,80.88,0.22,0.51,2.00,5.00
1964-05-06,81.06,0.11,0.22,3.00,5.00
1964-05-07,81.15,-0.18,0.11,4.00,5.00
1964-05-08,81.00,-0.12,-0.18,5.00,5.00
1964-05-11,80.90,0.32,-0.12,1.00,5.00
1964-05-12,81.16,-0.23,0.32,2.00,5.00
1964-05-13,80.97,-0.14,-0.23,3.00,5.00
1964-05-14,80.86,0.30,-0.14,4.00,5.00
1964-05-15,81.10,-0.47,0.30,5.00,5.00
1964-05-18,80.72,-0.52,-0.47,1.00,5.00
1964-05-19,80.30,0.45,-0.52,2.00,5.00
1964-05-20,80.66,0.35,0.45,3.00,5.00
1964-05-21,80.94,-0.26,0.35,4.00,5.00
1964-05-22,80.73,-0.21,-0.26,5.00,5.00
1964-05-25,80.56,-0.21,-0.21,1.00,5.00
1964-05-26,80.39,-0.16,-0.21,2.00,5.00
1964-05-27,80.26,0.14,-0.16,3.00,5.00
1964-05-28,80.37,-0.32,0.14,4.00,5.00
1964-06-01,80.11,-0.51,-0.32,1.00,6.00
1964-06-02,79.70,-0.26,-0.51,2.00,6.00
1964-06-03,79.49,-1.03,-0.26,3.00,6.00
1964-06-04,78.67,0.44,-1.03,4.00,6.00
1964-06-05,79.02,-0.48,0.44,5.00,6.00
1964-06-08,78.64,0.64,-0.48,1.00,6.00
1964-06-09,79.14,0.38,0.64,2.00,6.00
1964-06-10,79.44,0.37,0.38,3.00,6.00
1964-06-11,79.73,-0.16,0.37,4.00,6.00
1964-06-12,79.60,0.46,-0.16,5.00,6.00
1964-06-15,79.97,0.54,0.46,1.00,6.00
1964-06-16,80.40,0.51,0.54,2.00,6.00
1964-06-17,80.81,-0.02,0.51,3.00,6.00
1964-06-18,80.79,0.12,-0.02,4.00,6.00
1964-06-19,80.89,0.27,0.12,5.00,6.00
1964-06-22,81.11,-0.42,0.27,1.00,6.00
1964-06-23,80.77,0.36,-0.42,2.00,6.00
1964-06-24,81.06,0.19,0.36,3.00,6.00
1964-06-25,81.21,0.31,0.19,4.00,6.00
1964-06-26,81.46,0.22,0.31,5.00,6.00
1964-06-29,81.64,0.06,0.22,1.00,6.00
1964-06-30,81.69,0.71,0.06,2.00,6.00
1964-07-01,82.27,0.40,0.71,3.00,7.00
1964-07-02,82.60,0.46,0.40,4.00,7.00
1964-07-06,82.98,0.17,0.46,1.00,7.00
1964-07-07,83.12,0.00,0.17,2.00,7.00
1964-07-08,83.12,0.12,0.00,3.00,7.00
1964-07-09,83.22,0.17,0.12,4.00,7.00
1964-07-10,83.36,-0.06,0.17,5.00,7.00
1964-07-13,83.31,-0.30,-0.06,1.00,7.00
1964-07-14,83.06,0.34,-0.30,2.00,7.00
1964-07-15,83.34,0.36,0.34,3.00,7.00
1964-07-16,83.64,0.44,0.36,4.00,7.00
1964-07-17,84.01,-0.32,0.44,5.00,7.00
1964-07-20,83.74,-0.24,-0.32,1.00,7.00
1964-07-21,83.54,-0.02,-0.24,2.00,7.00
1964-07-22,83.52,-0.05,-0.02,3.00,7.00
1964-07-23,83.48,-0.02,-0.05,4.00,7.00
1964-07-24,83.46,-0.46,-0.02,5.00,7.00
1964-07-27,83.08,-0.28,-0.46,1.00,7.00
1964-07-28,82.85,0.08,-0.28,2.00,7.00
1964-07-29,82.92,0.21,0.08,3.00,7.00
1964-07-30,83.09,0.11,0.21,4.00,7.00
1964-07-31,83.18,-0.22,0.11,5.00,7.00
1964-08-03,83.00,-1.25,-0.22,1.00,8.00
1964-08-04,81.96,0.16,-1.25,2.00,8.00
1964-08-05,82.09,-0.91,0.16,3.00,8.00
1964-08-06,81.34,0.64,-0.91,4.00,8.00
1964-08-07,81.86,-0.10,0.64,5.00,8.00
1964-08-10,81.78,-0.02,-0.10,1.00,8.00
1964-08-11,81.76,0.50,-0.02,2.00,8.00
1964-08-12,82.17,0.29,0.50,3.00,8.00
1964-08-13,82.41,-0.07,0.29,4.00,8.00
1964-08-14,82.35,0.01,-0.07,5.00,8.00
1964-08-17,82.36,0.05,0.01,1.00,8.00
1964-08-18,82.40,-0.10,0.05,2.00,8.00
1964-08-19,82.32,-0.46,-0.10,3.00,8.00
1964-08-20,81.94,0.16,-0.46,4.00,8.00
1964-08-21,82.07,-0.19,0.16,5.00,8.00
1964-08-24,81.91,-0.57,-0.19,1.00,8.00
1964-08-25,81.44,-0.15,-0.57,2.00,8.00
1964-08-26,81.32,0.47,-0.15,3.00,8.00
1964-08-27,81.70,0.35,0.47,4.00,8.00
1964-08-28,81.99,-0.20,0.35,5.00,8.00
1964-08-31,81.83,0.43,-0.20,1.00,8.00
1964-09-01,82.18,0.16,0.43,2.00,9.00
1964-09-02,82.31,0.30,0.16,3.00,9.00
1964-09-03,82.56,0.24,0.30,4.00,9.00
1964-09-04,82.76,0.13,0.24,5.00,9.00
1964-09-08,82.87,0.22,0.13,2.00,9.00
1964-09-09,83.05,0.06,0.22,3.00,9.00
1964-09-10,83.10,0.42,0.06,4.00,9.00
1964-09-11,83.45,-0.28,0.42,5.00,9.00
1964-09-14,83.22,-0.26,-0.28,1.00,9.00
1964-09-15,83.00,0.29,-0.26,2.00,9.00
1964-09-16,83.24,0.66,0.29,3.00,9.00
1964-09-17,83.79,-0.37,0.66,4.00,9.00
1964-09-18,83.48,0.46,-0.37,5.00,9.00
1964-09-21,83.86,0.04,0.46,1.00,9.00
1964-09-22,83.89,0.02,0.04,2.00,9.00
1964-09-23,83.91,0.11,0.02,3.00,9.00
1964-09-24,84.00,0.25,0.11,4.00,9.00
1964-09-25,84.21,0.08,0.25,5.00,9.00
1964-09-28,84.28,-0.05,0.08,1.00,9.00
1964-09-29,84.24,-0.07,-0.05,2.00,9.00
1964-09-30,84.18,-0.12,-0.07,3.00,9.00
1964-10-01,84.08,0.33,-0.12,4.00,10.00
1964-10-02,84.36,0.45,0.33,5.00,10.00
1964-10-05,84.74,0.06,0.45,1.00,10.00
1964-10-06,84.79,0.01,0.06,2.00,10.00
1964-10-07,84.80,0.28,0.01,3.00,10.00
1964-10-08,85.04,0.21,0.28,4.00,10.00
1964-10-09,85.22,0.02,0.21,5.00,10.00
1964-10-12,85.24,-0.33,0.02,1.00,10.00
1964-10-13,84.96,-0.20,-0.33,2.00,10.00
1964-10-14,84.79,-0.64,-0.20,3.00,10.00
1964-10-15,84.25,0.69,-0.64,4.00,10.00
1964-10-16,84.83,0.12,0.69,5.00,10.00
1964-10-19,84.93,0.29,0.12,1.00,10.00
1964-10-20,85.18,-0.09,0.29,2.00,10.00
1964-10-21,85.10,-0.19,-0.09,3.00,10.00
1964-10-22,84.94,0.24,-0.19,4.00,10.00
1964-10-23,85.14,-0.16,0.24,5.00,10.00
1964-10-26,85.00,0.00,-0.16,1.00,10.00
1964-10-27,85.00,-0.36,0.00,2.00,10.00
1964-10-28,84.69,0.05,-0.36,3.00,10.00
1964-10-29,84.73,0.15,0.05,4.00,10.00
1964-10-30,84.86,0.38,0.15,5.00,10.00
1964-11-02,85.18,-0.05,0.38,1.00,11.00
1964-11-04,85.14,0.02,-0.05,3.00,11.00
1964-11-05,85.16,0.08,0.02,4.00,11.00
